code,ccg_id
H85696,08X
H85066,08X
H85114,08X
H85691,08X
H85003,08X
H85049,08X
H85069,08X
H85111,08X
Y03094,08X
Y02423,08X
Y05857,08X
H85002,08X
H85077,08X
H85088,08X
H85659,08X
Y02946,08X
H85008,08X
H85012,08X
H85065,08X
H85007,08X
H85005,08X
H85009,08X
H85011,08X
H85664,08X
H85680,08X
H85695,08X
H85045,08X
H85052,08X
H85001,08X
H85057,08X
H85082,08X
H85048,08X
Y04923,08Y
Y04026,08Y
E87738,08Y
E87026,08Y
E87038,08Y
E87735,08Y
Y05401,08Y
Y03077,08Y
E87004,08Y
E87665,08Y
E87701,08Y
E87711,08Y
E87715,08Y
E87043,08Y
E87762,08Y
E87009,08Y
Y03441,08Y
E87746,08Y
E87021,08Y
E87007,08Y
Y00914,08Y
Y03713,08Y
E87750,08Y
E87048,08Y
E87024,08Y
E87050,08Y
E87065,08Y
E87067,08Y
E87706,08Y
Y00507,08Y
E87722,08Y
E87047,08Y
E87063,08Y
E87013,08Y
E87751,08Y
E87755,08Y
Y01011,08Y
Y02842,08Y
E87016,08Y
E87029,08Y
E87061,08Y
E87637,08Y
Y00200,08Y
E87003,08Y
E87733,08Y
E87742,08Y
E87720,08Y
E87702,08Y
Y04920,09A
Y00230,09A
Y03211,09A
Y00175,09A
Y03214,09A
Y04027,09A
Y01162,09A
Y01731,09A
E87765,09A
Y05337,09A
E87008,09A
E87753,09A
E87772,09A
E87756,09A
E87002,09A
E87005,09A
E87691,09A
E87006,09A
E87010,09A
E87740,09A
E87741,09A
Y05686,09A
E87045,09A
E87066,09A
E87069,09A
E87070,09A
E87648,09A
E87714,09A
E87737,09A
E87745,09A
E87011,09A
E87037,09A
E87681,09A
Y00902,09A
E87609,09A
E87739,09A
E87768,09A
Y02260,09A
E87046,09A
E87663,09A
E87754,09A
E87766,09A
E87694,09A
E87774,09A
E87677,09A
E87052,09A
E87034,09A
Y05920,09C
Y05500,09C
Y03635,09C
Y05782,09C
G82053,09C
G82094,09C
G82186,09C
G82049,09C
G82050,09C
G82080,09C
G82087,09C
G82142,09C
G82658,09C
G82730,09C
G82114,09C
G81046,09D
G81083,09D
G81663,09D
G81001,09D
G81680,09D
Y02766,09D
Y02851,09D
Y01716,09D
Y04141,09D
Y03839,09D
Y02852,09D
G81047,09D
G81071,09D
Y02676,09D
Y01838,09D
G81011,09D
G81065,09D
G81613,09D
G81694,09D
G81677,09D
G81656,09D
G81669,09D
G81689,09D
G81014,09D
G81044,09D
G81054,09D
G81073,09D
G81006,09D
G81018,09D
G81036,09D
G81038,09D
G81028,09D
G81090,09D
G81667,09D
G81034,09D
G81070,09D
G81638,09D
G81076,09D
G81075,09D
G81684,09D
G81042,09D
G81646,09D
Y06007,09D
Y05663,09E
G82802,09E
G82090,09E
Y05918,09E
Y05449,09E
Y04168,09E
G82140,09E
G82228,09E
G82063,09E
G82027,09E
G82039,09E
G82060,09E
G82082,09E
G82790,09E
G82115,09E
G82119,09E
Y05499,09E
G82071,09E
G82138,09E
Y00372,09F
Y03632,09F
G81696,09F
G81003,09F
G81017,09F
G81691,09F
Y03317,09F
G81050,09F
G81104,09F
G81690,09F
Y00080,09F
G81634,09F
G81029,09F
G81059,09F
G81098,09F
Y02816,09F
G81002,09F
G81012,09F
G81049,09F
G81099,09F
G81027,09F
G81032,09F
G81056,09F
G81004,09F
G81008,09F
G81022,09F
Y05078,09G
Y03783,09G
H82023,09G
Y05135,09G
H82029,09G
Y06277,09G
H82060,09G
H82030,09G
H82031,09G
Y06250,09G
H82095,09G
H82058,09G
H82077,09G
H82055,09G
H82007,09G
H82014,09G
H82066,09G
Y05134,09G
H82041,09G
H82046,09G
H82020,09G
H82021,09G
H82038,09G
H82043,09G
H82048,09G
H82013,09G
H82037,09G
H82042,09G
H82049,09G
H82067,09G
H82078,09G
H82022,09G
H82091,09G
H82096,09G
H82016,09G
H82006,09G
H82032,09G
H82039,09G
Y06249,09G
Y06251,09G
H82051,09G
Y06252,09G
Y06253,09G
Y06254,09G
H82015,09G
H82034,09G
H82087,09G
H82059,09G
H82011,09G
H82045,09G
H82076,09G
H82070,09G
H82009,09G
H82099,09G
H82065,09G
H82061,09G
H82083,09G
Y05928,09H
H82012,09H
H82033,09H
H82098,09H
H82047,09H
Y00351,09H
H82025,09H
H82088,09H
H82064,09H
Y04240,09H
H82052,09H
H82053,09H
H82050,09H
H82026,09H
Y04426,09J
Y06361,09J
G82097,09J
Y05077,09J
Y04167,09J
G82218,09J
G82225,09J
G82722,09J
G82088,09J
G82639,09J
G82221,09J
G82048,09J
G82647,09J
G82006,09J
G82056,09J
G82143,09J
G82073,09J
Y06119,09J
G82185,09J
G82808,09J
G82809,09J
G82690,09J
G82780,09J
G82021,09J
G82044,09J
G82028,09J
G82032,09J
G82062,09J
G82648,09J
Y02826,09J
G82206,09J
G82067,09J
G82122,09J
G82212,09J
Y04666,09L
Y05210,09L
Y05478,09L
H81030,09L
H81089,09L
H81119,09L
H81060,09L
H81116,09L
Y06032,09L
Y01085,09L
Y04216,09L
H81005,09L
H81083,09L
H81055,09L
H81023,09L
H81056,09L
Y02194,09L
H81037,09L
H81046,09L
H81638,09L
H81045,09L
H81048,09L
H81058,09L
Y01682,09N
Y02092,09N
Y06129,09N
Y04318,09N
H81062,09N
Y06066,09N
Y06069,09N
Y00350,09N
Y04319,09N
H81010,09N
H81029,09N
H81090,09N
H81053,09N
Y03113,09N
H81022,09N
H81031,09N
H81064,09N
Y04317,09N
H81006,09N
H81035,09N
H81077,09N
H81084,09N
H81085,09N
H81647,09N
H81021,09N
H81026,09N
H81052,09N
H81043,09N
H81044,09N
H81132,09N
H81076,09N
G81703,09P
Y03920,09P
G81025,09P
G81041,09P
G81039,09P
Y03631,09P
G81026,09P
G81641,09P
Y03051,09P
G81048,09P
G81051,09P
G81052,09P
G81085,09P
G81087,09P
G81031,09P
G81084,09P
G81089,09P
G81095,09P
G81096,09P
G81105,09P
G81658,09P
Y03132,09P
G81023,09P
G81057,09P
G81082,09P
G81077,09P
G81074,09P
Y04619,09W
Y02587,09W
G82679,09W
G82704,09W
G82184,09W
G82708,09W
G82631,09W
G82706,09W
G82133,09W
G82014,09W
G82109,09W
G82129,09W
G82635,09W
G82113,09W
G82139,09W
G82161,09W
G82697,09W
G82741,09W
G82820,09W
G82622,09W
G82106,09W
G82198,09W
G82653,09W
G82763,09W
G82775,09W
G82154,09W
G82162,09W
G82180,09W
G82226,09W
G82719,09W
G82721,09W
Y06226,09W
G82108,09W
G82762,09W
G82600,09W
G82737,09W
G82051,09W
G82711,09W
G82095,09W
G82203,09W
G82744,09W
G82077,09W
G82123,09W
G82753,09W
Y00449,09W
G82100,09W
G82233,09W
H82640,09X
Y05925,09X
Y05927,09X
Y05917,09X
H82003,09X
H82084,09X
Y05926,09X
H82072,09X
H82027,09X
H82044,09X
H82100,09X
H82621,09X
Y04241,09X
H82004,09X
H82092,09X
H82028,09X
H82010,09X
H82040,09X
H82063,09X
H82017,09X
H82036,09X
H82089,09X
H82056,09X
H82057,09X
H82005,09X
H82035,09X
H82615,09X
H82008,09X
Y02848,09Y
H81061,09Y
H81019,09Y
H81041,09Y
Y02863,09Y
H81658,09Y
Y00640,09Y
Y03105,09Y
Y00641,09Y
H81669,09Y
Y01689,09Y
H81042,09Y
Y04320,09Y
Y04321,09Y
Y01660,09Y
Y04322,09Y
H81004,09Y
H81057,09Y
H81111,09Y
H81641,09Y
H81087,09Y
H81104,09Y
H81122,09Y
Y06137,09Y
Y02858,09Y
H81034,09Y
H81066,09Y
H81007,09Y
H81020,09Y
H81065,09Y
H81073,09Y
H81094,09Y
H81095,09Y
H81131,09Y
H81663,09Y
H81033,09Y
H81009,09Y
H81668,09Y
H81036,09Y
Y05271,09Y
H81002,09Y
H81632,09Y
H81134,09Y
H81024,09Y
H81032,09Y
H81123,09Y
H81003,09Y
H81015,09Y
H81643,09Y
H81050,09Y
H81642,09Y
H81025,09Y
H81129,09Y
H81664,09Y
Y04790,106
Y00275,106
Y01957,107
G82760,10A
Y04971,10A
G82227,10A
G82729,10A
Y05924,10A
Y05545,10A
Y03523,10A
Y04724,10A
Y06039,10A
Y06040,10A
Y06041,10A
Y06042,10A
Y05503,10A
G82700,10A
G82111,10A
G82696,10A
G82165,10A
G82217,10A
G82652,10A
Y06043,10A
G82036,10A
G82038,10A
G82002,10A
G82128,10A
G82015,10A
G82117,10A
Y05995,10A
G82086,10A
G82211,10A
Y04721,10A
Y04723,10A
Y04725,10A
G82091,10A
G82121,10A
G82072,10A
G82147,10A
G82665,10A
G82232,10A
G82018,10A
G82684,10A
G82069,10A
G82160,10A
G82007,10A
Y05680,10C
H81075,10C
H81013,10C
H81039,10C
H81040,10C
H81069,10C
H81082,10C
H81130,10C
Y04314,10C
Y04315,10C
Y04316,10C
Y03640,10D
G82057,10D
G82023,10D
G82687,10D
G82791,10D
G82698,10D
G82682,10D
G82799,10D
Y02506,10D
G82026,10D
G82634,10D
G82671,10D
G82702,10D
G82757,10D
G82035,10D
G82231,10D
G82693,10D
Y03022,10E
Y05510,10E
Y05751,10E
Y05309,10E
Y05919,10E
Y06425,10E
Y00748,10E
Y05546,10E
Y05506,10E
G82219,10E
G82020,10E
G82046,10E
G82650,10E
G82052,10E
G82066,10E
G82105,10E
G82064,10E
G82126,10E
G82150,10E
G82079,10E
G82107,10E
G82666,10E
G82796,10E
Y03048,10J
Y02564,10J
Y00587,10J
Y02659,10J
Y04163,10J
J82218,10J
J82220,10J
J82069,10J
J82136,10J
J82157,10J
J82197,10J
J82625,10J
J82079,10J
J82138,10J
J82058,10J
J82077,10J
J82094,10J
J82061,10J
J82144,10J
J82639,10J
Y06456,10K
Y06457,10K
Y05561,10K
Y05490,10K
Y03629,10K
Y05193,10K
J82215,10K
J82669,10K
Y02132,10K
J82133,10K
Y06009,10K
Y04162,10K
J82083,10K
J82012,10K
J82026,10K
J82033,10K
J82161,10K
J82104,10K
J82174,10K
J82216,10K
J82084,10K
J82152,10K
J82023,10K
J82044,10K
J82154,10K
J82006,10K
Y00438,10L
J84008,10L
J84012,10L
Y01857,10L
Y06103,10L
Y00355,10L
Y02694,10L
Y00588,10L
J84606,10L
J84017,10L
Y01858,10L
Y01856,10L
J84005,10L
J84003,10L
J84010,10L
J84013,10L
J84018,10L
J84020,10L
J84011,10L
J84015,10L
J84019,10L
J84004,10L
J84007,10L
J84016,10L
Y05126,10Q
K84063,10Q
Y01822,10Q
Y01264,10Q
Y03756,10Q
Y05175,10Q
Y05185,10Q
Y05184,10Q
Y00349,10Q
Y02065,10Q
K84605,10Q
K84049,10Q
K84019,10Q
K84036,10Q
K84037,10Q
Y05186,10Q
K84006,10Q
K84618,10Q
Y05734,10Q
K84041,10Q
Y05174,10Q
K84082,10Q
K84024,10Q
K84013,10Q
K84032,10Q
K84060,10Q
K84071,10Q
K84065,10Q
K84080,10Q
K84011,10Q
K84021,10Q
K84066,10Q
K84004,10Q
K84007,10Q
K84025,10Q
K84051,10Q
K84048,10Q
K84031,10Q
K84008,10Q
K84014,10Q
K84050,10Q
K84045,10Q
K84078,10Q
K84010,10Q
K84610,10Q
K84613,10Q
K84030,10Q
K84001,10Q
K84015,10Q
K84017,10Q
K84072,10Q
K84023,10Q
K84034,10Q
K84079,10Q
K84028,10Q
K84062,10Q
K84016,10Q
K84033,10Q
K84026,10Q
K84035,10Q
K84020,10Q
K84042,10Q
K84003,10Q
K84047,10Q
K84075,10Q
K84038,10Q
K84052,10Q
K84046,10Q
K84055,10Q
K84056,10Q
K84058,10Q
K84002,10Q
K84043,10Q
K84624,10Q
K84027,10Q
K84054,10Q
K84044,10Q
K84040,10Q
K84059,10Q
K84009,10Q
Y03395,10R
Y03825,10R
Y05178,10R
J82149,10R
J82194,10R
J82199,10R
Y00572,10R
J82177,10R
Y03609,10R
J82028,10R
J82102,10R
J82114,10R
J82085,10R
J82060,10R
J82155,10R
J82090,10R
Y02526,10R
J82055,10R
J82117,10R
J82073,10R
Y06458,10V
Y06472,10V
Y01965,10V
Y05489,10V
Y03341,10V
J82021,10V
Y04165,10V
Y03342,10V
Y02892,10V
Y06459,10V
J82201,10V
J82184,10V
J82005,10V
J82042,10V
J82098,10V
J82147,10V
J82164,10V
J82010,10V
J82041,10V
J82163,10V
J82646,10V
Y01281,10V
Y05562,10V
J82009,10V
J82210,10V
J82196,10V
J82119,10V
J82134,10V
J82633,10V
J82640,10V
Y05074,10X
Y00094,10X
Y02377,10X
J82001,10X
J82080,10X
J82087,10X
J82663,10X
J82076,10X
J82128,10X
J82180,10X
J82208,10X
J82088,10X
J82207,10X
J82213,10X
Y03608,10X
J82622,10X
Y03824,10X
J82024,10X
J82081,10X
J82122,10X
J82183,10X
J82217,10X
J82092,10X
J82115,10X
J82022,10X
J82002,10X
J82062,10X
J82605,10X
J82126,10X
J82040,10X
J82101,10X
Y06065,110
Y05418,110
Y06140,110
Y04081,111
Y04082,111
Y04090,112
A81630,112
Y03918,113
Y05329,113
Y03919,113
Y01706,114
Y03937,114
Y00624,114
A83642,116
Y00643,116
Y00107,116
Y04267,116
Y00218,117
Y04452,11A
Y05073,11A
Y06451,11A
Y04161,11A
Y03314,11A
J82063,11A
J82035,11A
J82121,11A
J82145,11A
J82071,11A
J82169,11A
J82050,11A
J82019,11A
J82143,11A
Y06431,11A
J82074,11A
Y06433,11A
Y02806,11A
J82131,11A
J82150,11A
J82151,11A
Y05834,11A
Y01765,11A
Y02450,11A
J82674,11A
Y05861,11A
Y05886,11A
J82056,11A
J82116,11A
J82018,11A
J82034,11A
J82008,11A
J82188,11A
J82106,11A
J82124,11A
J82146,11A
J82112,11A
J82132,11A
Y03610,11A
Y03619,11A
J82064,11A
J82016,11A
J82036,11A
J82214,11A
Y04834,11A
J82072,11A
J82017,11A
J82053,11A
Y05150,11A
J82025,11A
J82082,11A
J82103,11A
J82039,11A
J82192,11A
J82051,11A
J82089,11A
J82007,11A
J82029,11A
J82166,11A
J82130,11A
J82059,11A
J82020,11A
J82156,11A
J82075,11A
J82139,11A
J82129,11A
Y04512,11E
Y04513,11E
Y04543,11E
Y04929,11E
L81045,11E
L81064,11E
L81010,11E
L81059,11E
L81025,11E
L81101,11E
L81122,11E
L81132,11E
L81068,11E
L81617,11E
L81655,11E
Y06323,11E
L81030,11E
L81123,11E
L81070,11E
L81039,11E
L81073,11E
L81637,11E
L81072,11E
Y04243,11E
L81020,11E
L81027,11E
L81071,11E
L81065,11E
L81069,11E
L81644,11E
Y06005,11J
Y02584,11J
J81072,11J
J81009,11J
J81010,11J
J81011,11J
J81020,11J
J81086,11J
J81052,11J
J81648,11J
Y06409,11J
J81045,11J
J81070,11J
Y06010,11J
J81074,11J
J81076,11J
J81066,11J
J81028,11J
J81071,11J
J81004,11J
J81012,11J
J81048,11J
J81022,11J
J81030,11J
J81058,11J
J81621,11J
J81019,11J
J81027,11J
J81051,11J
J81073,11J
J81613,11J
J81059,11J
J81650,11J
Y06029,11J
J81068,11J
J81082,11J
J81616,11J
J81049,11J
J81634,11J
J81646,11J
J81017,11J
J81078,11J
J81053,11J
J81609,11J
J81626,11J
J81657,11J
J81033,11J
J81042,11J
J81018,11J
J81056,11J
J81057,11J
J81054,11J
J81005,11J
J81628,11J
J81647,11J
J81044,11J
J81067,11J
J81006,11J
J81036,11J
J81064,11J
J81025,11J
J81612,11J
J81631,11J
J81003,11J
J81014,11J
J81625,11J
J81077,11J
J81644,11J
J81081,11J
J81620,11J
J81016,11J
J81035,11J
J81637,11J
J81039,11J
J81047,11J
J81062,11J
J81075,11J
J81029,11J
J81021,11J
J81013,11J
J81041,11J
J81046,11J
J81087,11J
J81002,11J
J81034,11J
J81061,11J
J81633,11J
Y04434,11M
Y02416,11M
L84059,11M
Y04371,11M
Y04379,11M
Y03359,11M
L84041,11M
L84616,11M
Y06044,11M
Y04369,11M
Y04366,11M
Y04367,11M
Y04436,11M
Y04437,11M
Y04454,11M
Y04668,11M
L84065,11M
L84052,11M
Y06344,11M
L84620,11M
L84001,11M
L84034,11M
L84051,11M
L84060,11M
Y06048,11M
Y06002,11M
Y04373,11M
Y03234,11M
Y04849,11M
L84050,11M
Y05933,11M
Y06045,11M
Y03601,11M
Y00229,11M
Y04370,11M
Y05989,11M
Y04435,11M
Y06324,11M
Y02311,11M
L84009,11M
Y04372,11M
Y04984,11M
Y05879,11M
Y04368,11M
Y00856,11M
L84049,11M
L84025,11M
L84005,11M
L84007,11M
L84043,11M
L84068,11M
L84072,11M
L84081,11M
Y03010,11M
L84039,11M
L84033,11M
Y06047,11M
Y02519,11M
Y06046,11M
L84014,11M
L84047,11M
L84084,11M
L84606,11M
L84027,11M
L84044,11M
L84011,11M
L84021,11M
L84075,11M
L84024,11M
L84028,11M
L84045,11M
L84046,11M
L84069,11M
L84071,11M
L84006,11M
L84012,11M
L84018,11M
L84053,11M
Y06135,11M
L84063,11M
Y05095,11M
Y00271,11M
L84004,11M
L84015,11M
L84036,11M
L84040,11M
L84048,11M
Y06062,11M
L84617,11M
L84067,11M
Y04158,11M
L84054,11M
L84026,11M
Y00054,11M
L84037,11M
L84073,11M
L84056,11M
L84058,11M
L84023,11M
L84077,11M
L84032,11M
L84070,11M
L84078,11M
L84080,11M
L84613,11M
L84003,11M
L84022,11M
L84030,11M
L84031,11M
L84085,11M
L84615,11M
L84010,11M
L84016,11M
L84038,11M
L84029,11M
L84008,11M
Y05212,11M
Y00049,11N
Y04856,11N
L82048,11N
L82017,11N
Y06210,11N
L82054,11N
Y04179,11N
Y04182,11N
Y04177,11N
L82041,11N
Y04173,11N
Y04175,11N
Y04178,11N
Y04180,11N
L82068,11N
Y04181,11N
L82004,11N
Y00626,11N
L82025,11N
L82030,11N
L82024,11N
L82044,11N
Y02517,11N
L82052,11N
L82023,11N
L82010,11N
L82035,11N
Y04957,11N
L82011,11N
L82045,11N
L82051,11N
L82057,11N
L82029,11N
L82007,11N
L82618,11N
L82058,11N
L82013,11N
L82050,11N
L82066,11N
Y00969,11N
L82008,11N
Y01127,11N
L82012,11N
L82016,11N
L82022,11N
L82043,11N
Y01050,11N
L82039,11N
L82026,11N
L82009,11N
L82620,11N
L82622,11N
L82042,11N
L82015,11N
L82061,11N
L82046,11N
L82021,11N
L82036,11N
L82047,11N
L82070,11N
Y01051,11N
Y01922,11N
L82018,11N
L82056,11N
L82059,11N
L82003,11N
L82001,11N
L82028,11N
L82006,11N
L82049,11N
L82038,11N
L85023,11X
L85036,11X
L85047,11X
L85027,11X
L85031,11X
L85032,11X
L85040,11X
L85044,11X
Y02389,11X
L85017,11X
L85007,11X
L85026,11X
L85066,11X
L85010,11X
L85011,11X
L85016,11X
L85055,11X
L85014,11X
L85009,11X
L85020,11X
L85046,11X
L85053,11X
L85611,11X
L85013,11X
L85025,11X
L85035,11X
L85056,11X
L85607,11X
L85038,11X
L85050,11X
L85015,11X
L85022,11X
L85048,11X
L85064,11X
L85051,11X
L85003,11X
L85039,11X
L85001,11X
L85006,11X
L85601,11X
L85042,11X
Y01163,11X
L85625,11X
L85019,11X
L85065,11X
L85028,11X
L85030,11X
L85033,11X
L85061,11X
L85619,11X
L85624,11X
L85609,11X
L85012,11X
L85054,11X
L85043,11X
L85612,11X
L85002,11X
L85029,11X
L85034,11X
L85021,11X
L85008,11X
L85018,11X
L85024,11X
L85037,11X
L85052,11X
L85062,11X
L85004,11X
Y03605,12D
Y02805,12D
Y00321,12D
Y03642,12D
Y03738,12D
J83057,12D
J83064,12D
Y04557,12D
Y05804,12D
Y04614,12D
Y01067,12D
J83036,12D
Y01747,12D
Y00776,12D
Y02218,12D
Y00322,12D
Y03111,12D
Y03671,12D
J83033,12D
J83047,12D
Y06312,12D
Y04722,12D
Y04104,12D
J83002,12D
K84012,12D
J83025,12D
J83633,12D
J83646,12D
Y00058,12D
J83001,12D
J83024,12D
J83027,12D
J83038,12D
J83059,12D
J83645,12D
J83031,12D
J83035,12D
J83009,12D
J83022,12D
Y02532,12F
Y03645,12F
Y02533,12F
N85640,12F
N85641,12F
Y03842,12F
N85023,12F
N85024,12F
N85025,12F
N85648,12F
N85051,12F
N85617,12F
N85642,12F
N85015,12F
N85016,12F
N85017,12F
N85018,12F
N85003,12F
N85005,12F
N85006,12F
N85034,12F
N85047,12F
N85040,12F
Y05749,12F
N85014,12F
N85022,12F
N85031,12F
N85020,12F
N85021,12F
N85037,12F
N85038,12F
N85054,12F
N85634,12F
N85643,12F
N85625,12F
N85633,12F
N85044,12F
N85052,12F
N85629,12F
N85616,12F
N85620,12F
N85019,12F
N85009,12F
N85013,12F
N85032,12F
N85057,12F
N85028,12F
N85046,12F
N85048,12F
N85059,12F
N85012,12F
N85027,12F
N85001,12F
N85002,12F
N85007,12F
N85008,12F
A91020,13Q
A91021,13Q
A91022,13Q
A91024,13Q
A91026,13Q
A91031,13Q
A91104,13Q
A91108,13Q
A91080,13Q
A91151,13Q
A91048,13Q
A91112,13Q
A91090,13Q
A91035,13Q
A91040,13Q
A91096,13Q
A91116,13Q
A91164,13Q
A91217,13Q
A91034,13Q
A91089,13Q
A91068,13Q
A91138,13Q
A91122,13Q
A91197,13Q
A91172,13Q
A91093,13Q
A91208,13Q
A91027,13Q
A91037,13Q
A91084,13Q
A91124,13Q
A91158,13Q
A91161,13Q
A91166,13Q
A91023,13Q
A91165,13Q
A91168,13Q
A91109,13Q
A91025,13Q
A91044,13Q
A91049,13Q
A91059,13Q
A91126,13Q
A91087,13Q
A91038,13Q
A91030,13Q
A91067,13Q
A91095,13Q
A91162,13Q
A91153,13Q
A91032,13Q
A91033,13Q
A91041,13Q
A91186,13Q
A91056,13Q
A91060,13Q
A91062,13Q
A91063,13Q
A91064,13Q
A91065,13Q
A91078,13Q
A91045,13Q
A91129,13Q
A91132,13Q
A91156,13Q
A91175,13Q
A91134,13Q
A91076,13Q
A91029,13Q
A91148,13Q
A91160,13Q
A91144,13Q
A91147,13Q
A91120,13Q
A91205,13Q
A91149,13Q
A91086,13Q
A91167,13Q
A91177,13Q
A91181,13Q
A91028,13Q
A91097,13Q
A91098,13Q
A91178,13Q
A91143,13Q
A91152,13Q
A91154,13Q
A91179,13Q
A91192,13Q
A91121,13Q
A91057,13Q
A91135,13Q
A91174,13Q
A91117,13Q
A91118,13Q
A91111,13Q
A91113,13Q
A91125,13Q
A91216,13Q
A91136,13Q
A91137,13Q
A91180,13Q
A91139,13Q
A91123,13Q
A91155,13Q
A91203,13Q
A91215,13Q
A91193,13Q
A91195,13Q
A91202,13Q
A91163,13Q
A91058,13Q
A91071,13Q
A91072,13Q
A91081,13Q
A91201,13Q
A91204,13Q
A91207,13Q
A91213,13Q
A91214,13Q
A91169,13Q
A91170,13Q
A91171,13Q
A91150,13Q
A91176,13Q
A91146,13Q
A91159,13Q
A91173,13Q
A91200,13Q
A91206,13Q
A91194,13Q
A91198,13Q
A91199,13Q
A91054,13Q
A91061,13Q
A91082,13Q
A91092,13Q
A91094,13Q
A91133,13Q
A91183,13Q
A91077,13Q
A91079,13Q
A91083,13Q
A91101,13Q
A91036,13Q
A91042,13Q
A91051,13Q
A91131,13Q
A91145,13Q
A91130,13Q
A91085,13Q
A91052,13Q
A91114,13Q
A91115,13Q
A91103,13Q
A91070,13Q
A91039,13Q
A91105,13Q
A91106,13Q
A91157,13Q
A91182,13Q
A91100,13Q
Y03212,13R
Y06018,13R
Y03253,13R
Y03254,13R
Y05523,13R
Y05518,13R
Y06017,13R
A86006,13T
Y03532,13T
A85619,13T
A85013,13T
Y04832,13T
Y02268,13T
Y03375,13T
Y00656,13T
Y03916,13T
Y04331,13T
A86601,13T
A85005,13T
A85017,13T
A85019,13T
A86024,13T
A86029,13T
A86040,13T
Y01110,13T
A85020,13T
A85012,13T
A85016,13T
A85609,13T
A85006,13T
Y00505,13T
Y03736,13T
Y05507,13T
A86012,13T
Y02658,13T
Y04106,13T
A86007,13T
A86020,13T
A86018,13T
A86021,13T
Y05671,13T
Y01267,13T
A85014,13T
A85010,13T
A86037,13T
A85023,13T
A85617,13T
A86017,13T
A86003,13T
Y05648,13T
A85621,13T
Y03531,13T
A86027,13T
Y03265,13T
Y04833,13T
A85001,13T
A85026,13T
A85002,13T
A85007,13T
A86038,13T
A85003,13T
A85018,13T
A85616,13T
A85620,13T
A86023,13T
Y04235,13T
A85009,13T
A85011,13T
A85611,13T
A86035,13T
A85008,13T
A86008,13T
A86028,13T
A86030,13T
A86031,13T
A86010,13T
A86011,13T
Y00184,13T
A86033,13T
A86036,13T
A86004,13T
A85021,13T
A85614,13T
A86013,13T
A86025,13T
A86026,13T
A85024,13T
A85004,13T
A86022,13T
Y05081,13V
Y02289,13V
Y04680,13V
Y06454,13V
Y05085,13V
Y03139,13V
Y03156,13V
Y02313,13V
Y05528,13V
Y05538,13V
Y03157,13V
Y05519,13V
Y05537,13V
Y06011,13V
Y06022,13V
Y05522,13V
Y05539,13V
Y03153,13X
Y03152,13X
Y04674,13X
Y05010,13X
Y05011,13X
Y03078,13X
Y06024,13X
Y06019,13X
Y03151,13X
Y02998,14A
Y05603,14A
Y05814,14A
Y03660,14A
Y05514,14A
Y05516,14A
Y05536,14A
Y03247,14A
Y03250,14A
Y02729,14A
Y05512,14A
Y03467,14A
Y04566,14A
Y05188,14A
Y05496,14A
Y06068,14A
Y03251,14A
Y03545,14A
Y03252,14A
Y06012,14A
Y03294,14A
Y03469,14A
Y03249,14A
Y03248,14A
Y03448,14A
Y04881,14A
Y00613,14A
Y05513,14A
Y03285,14A
Y03468,14A
Y06015,14A
Y06016,14A
Y03576,14A
Y04875,14A
Y04914,14E
Y03221,14E
Y03144,14E
Y02796,14E
Y03149,14E
Y03146,14E
Y03555,14E
Y03219,14E
Y03145,14E
Y02821,14E
Y03556,14E
Y05645,14E
Y03438,14E
Y03143,14E
Y05009,14E
Y03193,14F
Y03337,14F
Y05535,14F
Y03194,14F
Y03195,14F
Y06014,14F
Y02926,14F
Y02307,14F
Y06023,14F
Y03336,14F
Y03582,14G
Y05122,14G
Y03171,14G
Y03209,14G
Y02264,14G
Y03170,14G
Y03579,14G
Y03169,14G
Y03158,14G
Y04889,14G
Y06025,14G
Y05395,14G
Y05121,14G
Y05123,14G
Y03207,14G
Y04573,14G
Y05199,14G
Y03578,14G
Y03208,14G
Y05214,14G
Y06482,14H
Y03298,14H
Y03299,14H
Y05532,14H
Y05533,14H
Y05534,14H
Y06026,14H
Y06307,14H
Y03297,14H
Y03223,14H
Y06013,14H
Y05169,14H
Y06308,14H
Y03118,14H
Y05531,14K
Y04677,14K
Y05529,14K
Y05530,14K
Y03289,14K
Y03225,14K
Y03412,14K
Y05525,14K
Y05551,14K
Y05521,14K
Y03150,14K
Y05526,14K
Y05520,14K
Y03148,14K
Y06020,14K
Y05524,14K
Y05527,14K
Y02211,14L
Y05815,14L
Y05061,14L
P84035,14L
Y04787,14L
Y02210,14L
Y05072,14L
Y00111,14L
Y00490,14L
Y04477,14L
Y04084,14L
Y04085,14L
P84055,14L
P84066,14L
P84678,14L
P84010,14L
Y05071,14L
P84024,14L
Y04242,14L
P84064,14L
Y04087,14L
Y04086,14L
P84014,14L
P84683,14L
P84029,14L
P84673,14L
Y02849,14L
Y00707,14L
Y01249,14L
Y04380,14L
P84019,14L
P84049,14L
P84065,14L
P84679,14L
Y06179,14L
Y02591,14L
P84696,14L
P84684,14L
Y04605,14L
Y04584,14L
Y05947,14L
P84639,14L
Y05761,14L
P84012,14L
P84017,14L
P84018,14L
P84635,14L
P84039,14L
P84072,14L
P84669,14L
P84616,14L
P84626,14L
Y03414,14L
P84045,14L
P84061,14L
P84651,14L
P84672,14L
P84047,14L
Y04983,14L
P84040,14L
P84052,14L
P84053,14L
P84605,14L
Y02890,14L
Y02330,14L
