chemical_substance,year,items,items_per_1000
Lofepramine,2017,214193.0,3.8504184006399633
Lofepramine,2001,661032.0,13.367765628507321
Lofepramine,2011,316221.0,5.9543903651482326
Lofepramine,2014,270211.0,4.974740687009124
Lofepramine,1998,849500.0,17.400441616858412
Lofepramine,2012,303905.0,5.6811362833380379
Lofepramine,2003,551700.0,11.050465193137764
Lofepramine,2015,253065.0,4.6191292348634567
Lofepramine,2000,723438.0,14.694079007501
Lofepramine,2006,446944.0,8.7695917998948332
Lofepramine,2007,421617.0,8.2056826342760232
Lofepramine,2004,512071.0,10.201714925509918
Lofepramine,2016,232515.0,4.2070380563109619
Lofepramine,2005,479774.0,9.4805754258388379
Lofepramine,2013,285766.0,5.30514723627979
Other,2018,269235.0,4.8079665291883718
Other,1998,540900.0,11.079339459162728
Other,2016,216899.0,3.9244880862559088
Other,2010,262526.0,4.9869592059647649
Other,2002,458656.0,9.2323362044151125
Other,2006,280706.0,5.5077974774944405
Other,2003,373414.0,7.4794243422699846
Other,2011,260819.0,4.9111796517233
Other,1999,535300.0,10.917159702974942
Other,2007,271036.0,5.2750135750305081
Other,2000,513742.0,10.434847958597132
Other,2001,493722.0,9.9843275085592076
Other,2005,294550.0,5.8204560724024885
Other,2004,310478.0,6.1854860881449456
Other,2013,236107.0,4.38324502745713
Other,2015,213956.0,3.9052828900655783
Other,2012,255900.0,4.783740889114048
Other,2008,267977.0,5.1717137017787991
Other,2017,236926.0,4.2590758334307131
Other,2009,266834.0,5.1121150117632679
Other,2014,222767.0,4.1012692252460647
Nortriptyline,2018,609775.0,10.889289246702088
Nortriptyline,2009,264294.0,5.0634526519070313
Nortriptyline,2010,324003.0,6.1547798831742355
Nortriptyline,2012,454594.0,8.498084821203248
Nortriptyline,2013,498284.0,9.2504706140074013
Nortriptyline,2016,585628.0,10.596130498424955
Nortriptyline,2014,544932.0,10.032513080715651
Nortriptyline,2015,574612.0,10.488242498580853
Nortriptyline,2011,393831.0,7.4157741323210393
Nortriptyline,2017,589443.0,10.596061371419324
Nortriptyline,2007,180006.0,3.503350453766072
Nortriptyline,2002,138332.0,2.7844997815991737
Nortriptyline,2000,137317.0,2.7891081849073673
Nortriptyline,2001,138077.0,2.7922717428012684
Nortriptyline,1999,145400.0,2.9653559140903356
Nortriptyline,2006,163871.0,3.2153508668660167
Nortriptyline,2003,142556.0,2.8553745080169439
Nortriptyline,2005,164770.0,3.2559380310635113
Nortriptyline,1998,148000.0,3.031507191636313
Nortriptyline,2008,217405.0,4.19571984661079
Nortriptyline,2004,153930.0,3.066664541604081
Protriptyline,2000,4013.0,0.0815098723831228
Protriptyline,1998,9700.0,0.1986866199923798
Protriptyline,2016,6.0,0.000108561720051893
Protriptyline,1999,8900.0,0.18151078153647848
Trazodone,2018,1157717.0,20.674372151734985
Trazodone,2011,982144.0,18.493612918775618
Trazodone,2013,996047.0,18.491269042695002
Trazodone,2014,1050036.0,19.331769661576761
Trazodone,2016,1112437.0,20.12801236156119
Trazodone,2012,1033923.0,19.327939551760302
Trazodone,2015,1083974.0,19.785493818710151
Trazodone,2006,699850.0,13.731919034949343
Trazodone,2010,916308.0,17.406240205157442
Trazodone,2017,1133363.0,20.373783222628695
Trazodone,2002,504428.0,10.153685740338533
Trazodone,2007,749669.0,14.590364939637338
Trazodone,2005,654816.0,12.939493340710589
Trazodone,2004,611551.0,12.18360142326066
Trazodone,2003,546711.0,10.950536299085652
Trazodone,2000,411494.0,8.35804221939216
Trazodone,2001,461893.0,9.3406633407280619
Trazodone,2009,849106.0,16.267520365389185
Trazodone,2008,793349.0,15.310918077269715
Trazodone,1998,360200.0,7.3780330434283874
Trazodone,1999,383200.0,7.8151608409863611
Trimipramine,2018,39974.0,0.71385092591147437
Trimipramine,2016,66008.0,1.1943236695308865
Trimipramine,2013,87701.0,1.6281388190651587
Trimipramine,2017,51824.0,0.93160879764868654
Trimipramine,2005,157087.0,3.1041180887641797
Trimipramine,2011,114736.0,2.1604603518920222
Trimipramine,2014,80096.0,1.4746136540210539
Trimipramine,2009,130246.0,2.4953061896989079
Trimipramine,2012,105482.0,1.9718583683686111
Trimipramine,2007,142564.0,2.7746389236509139
Trimipramine,2008,137417.0,2.6520237996445117
Trimipramine,2006,147665.0,2.8973691852479697
Trimipramine,2003,182459.0,3.6546253918338309
Trimipramine,2015,73631.0,1.3439673787059903
Trimipramine,2004,169611.0,3.3790686647567671
Trimipramine,1999,249100.0,5.0802624360378461
Trimipramine,2010,123135.0,2.3390796409744974
Trimipramine,2000,229885.0,4.6692990313466769
Trimipramine,1998,268300.0,5.4956309426758425
Trimipramine,2002,194354.0,3.9121726755409245
Trimipramine,2001,211913.0,4.2854253918628391
Isocarboxazid,2018,1769.0,0.0315905910826387
Isocarboxazid,2011,1675.0,0.03153997951313571
Isocarboxazid,2016,1661.0,0.0300535028343656
Isocarboxazid,2017,1653.0,0.0297149842257116
Isocarboxazid,2006,3445.0,0.0675951433527191
Isocarboxazid,2001,5159.0,0.104328236571708
Isocarboxazid,2008,3068.0,0.0592096248448835
Isocarboxazid,2003,4431.0,0.0887522408388499
Isocarboxazid,2010,2308.0,0.043842902597710988
Isocarboxazid,2012,1805.0,0.033742291148303467
Isocarboxazid,2014,1646.0,0.0303038113578538
Isocarboxazid,2005,3949.0,0.0780342251906889
Isocarboxazid,2004,4054.0,0.0807656600510812
Isocarboxazid,1999,6300.0,0.128485159964024
Isocarboxazid,2013,1876.0,0.0348272930133777
Isocarboxazid,2000,5659.0,0.114942528735632
Isocarboxazid,2007,3232.0,0.0629025069529457
Isocarboxazid,2009,2883.0,0.0552336942777663
Isocarboxazid,2002,4740.0,0.0954119723909153
Isocarboxazid,2015,1751.0,0.0319605448807457
Isocarboxazid,1998,6900.0,0.141333781231693
Moclobemide,2018,18350.0,0.32769211213477661
Moclobemide,2012,21054.0,0.39357905697306489
Moclobemide,2014,19493.0,0.3588773965969897
Moclobemide,2013,19818.0,0.36791433525539369
Moclobemide,2010,23565.0,0.44764211426129097
Moclobemide,2017,18867.0,0.33916068202450145
Moclobemide,2016,19892.0,0.35991828921204055
Moclobemide,2003,29518.0,0.59124094901403079
Moclobemide,2002,30894.0,0.62186866562129506
Moclobemide,2008,25955.0,0.50090802244098753
Moclobemide,2007,24934.0,0.48527571422176552
Moclobemide,2009,24633.0,0.47192909855852161
Moclobemide,2005,27446.0,0.54234675730150517
Moclobemide,2011,21684.0,0.40830621836587178
Moclobemide,2015,20485.0,0.37390734544950111
Moclobemide,2006,25770.0,0.50563914200277837
Moclobemide,2004,28839.0,0.57454387523757466
Moclobemide,2000,33090.0,0.672106074547105
Moclobemide,1999,35800.0,0.730122020113027
Moclobemide,2001,31540.0,0.63781984521645207
Moclobemide,1998,38400.0,0.786553217289423
Phenelzine,2018,14434.0,0.25776065103833
Phenelzine,2013,18797.0,0.34895982237338
Phenelzine,2006,25592.0,0.502146562752623
Phenelzine,2002,30514.0,0.614219604543542
Phenelzine,2015,17471.0,0.318893592011141
Phenelzine,2011,20380.0,0.383752108941914
Phenelzine,2014,17837.0,0.328389479459318
Phenelzine,2003,28691.0,0.574676267638782
Phenelzine,2008,23222.0,0.448163594572322
Phenelzine,1999,36900.0,0.752555936932142
Phenelzine,1998,39900.0,0.817277952339791
Phenelzine,2012,19325.0,0.36125749387311
Phenelzine,2004,28091.0,0.559641873827065
Phenelzine,2001,32271.0,0.652602543594804
Phenelzine,2017,15341.0,0.275775906235113
Phenelzine,2010,21574.0,0.409820962150354
Phenelzine,2009,22703.0,0.434953368431539
Phenelzine,2000,33968.0,0.689939532795892
Phenelzine,2005,27171.0,0.536912619057029
Phenelzine,2016,16297.0,0.294871725280949
Phenelzine,2007,24423.0,0.475330423054392
Tranylcypromine,2018,6185.0,0.110450992564228
Tranylcypromine,2014,9226.0,0.169855992459027
Tranylcypromine,2017,6818.0,0.122563074682941
Tranylcypromine,2007,12698.0,0.247133673665998
Tranylcypromine,2013,9668.0,0.179483085742716
Tranylcypromine,2008,12504.0,0.241315889524258
Tranylcypromine,2010,11167.0,0.212128983235979
Tranylcypromine,2011,10415.0,0.1961127681369
Tranylcypromine,2012,10095.0,0.188713811159071
Tranylcypromine,2004,15658.0,0.311945906531778
Tranylcypromine,2015,8599.0,0.156955297218465
Tranylcypromine,2009,11650.0,0.223195469419347
Tranylcypromine,2003,17882.0,0.35817367878138417
Tranylcypromine,2002,19924.0,0.401052349771434
Tranylcypromine,2016,7740.0,0.140044618866941
Tranylcypromine,2006,13265.0,0.260275639063518
Tranylcypromine,2005,14376.0,0.28407698691854716
Tranylcypromine,2000,25045.0,0.50870041211944
Tranylcypromine,2001,23259.0,0.470356746350332
Tranylcypromine,1999,33300.0,0.679135845524127
Tranylcypromine,1998,41300.0,0.845954371720135
Citalopram,2018,14211588.0,253.78884406044926
Citalopram,1998,519700.0,10.645096537117531
Citalopram,2004,4615705.0,91.956206444517861
Citalopram,2009,10511022.0,201.37446260661673
Citalopram,2007,7830681.0,152.40391895074262
Citalopram,2014,14134499.0,260.22429607155124
Citalopram,2010,11895626.0,225.97000522391573
Citalopram,2012,13728195.0,256.63199591727636
Citalopram,2005,5077836.0,100.34059202466109
Citalopram,2008,8992426.0,173.54568771361662
Citalopram,2016,14585954.0,263.9127091396299
Citalopram,2015,14482080.0,264.33761725102818
Citalopram,2003,4210058.0,84.326806942344049
Citalopram,2013,13778568.0,255.79436302811789
Citalopram,2006,6265489.0,122.93661164873285
Citalopram,2017,14366986.0,258.26664389656412
Citalopram,2011,13486618.0,253.95083905760376
Citalopram,2000,2014146.0,40.910237583099224
Citalopram,2001,2811677.0,56.859333828112149
Citalopram,1999,1213900.0,24.756846933385535
Citalopram,2002,3648979.0,73.450692743255232
Fluoxetine,2018,6713763.0,119.89357917396806
Fluoxetine,1998,3259300.0,66.760752633109774
Fluoxetine,2010,5384324.0,102.28093270646339
Fluoxetine,2017,6632295.0,119.22476787977368
Fluoxetine,2011,5515659.0,103.85896827548807
Fluoxetine,2012,5847185.0,109.30604912354205
Fluoxetine,2015,6469737.0,118.09041676477486
Fluoxetine,2008,5034457.0,97.160466188949741
Fluoxetine,2003,4287948.0,85.8869315279767
Fluoxetine,2014,6221664.0,114.54443024784318
Fluoxetine,2005,4394429.0,86.836126151049243
Fluoxetine,2013,6016224.0,111.6891237111484
Fluoxetine,2009,5219905.0,100.00507697848899
Fluoxetine,2016,6594072.0,119.31063307767079
Fluoxetine,2002,4208583.0,84.715022152083435
Fluoxetine,2007,5045729.0,98.202043163731389
Fluoxetine,2004,4409766.0,87.853394588262489
Fluoxetine,2000,3662407.0,74.3888181373176
Fluoxetine,2006,4690027.0,92.0241066453188
Fluoxetine,2001,4006468.0,81.021077984295161
Fluoxetine,1999,3437300.0,70.101911165768314
Fluvoxamine,2018,23526.0,0.42012450300178505
Fluvoxamine,1998,51800.0,1.0610275170727119
Fluvoxamine,2007,29897.0,0.58186765172407684
Fluvoxamine,2003,31578.0,0.632502428618642
Fluvoxamine,2002,33462.0,0.67356021522042386
Fluvoxamine,2012,27287.0,0.51009745072784241
Fluvoxamine,2015,27865.0,0.50861255459850363
Fluvoxamine,2013,27382.0,0.50833738661636862
Fluvoxamine,2010,28934.0,0.5496319513700898
Fluvoxamine,2008,29578.0,0.57082864526139721
Fluvoxamine,2000,40623.0,0.825112271572289
Fluvoxamine,2016,23397.0,0.423336427342355
Fluvoxamine,1999,45200.0,0.921830036567285
Fluvoxamine,2005,29632.0,0.58554321621942074
Fluvoxamine,2011,28872.0,0.54365509761388253
Fluvoxamine,2009,28760.0,0.55099585412020757
Fluvoxamine,2014,27677.0,0.50954956679910013
Fluvoxamine,2006,29759.0,0.58390823542338632
Fluvoxamine,2004,30396.0,0.60556314822709978
Fluvoxamine,2001,36884.0,0.74588925716435117
Fluvoxamine,2017,22509.0,0.40463071986481725
Paroxetine,2018,1351979.0,24.143479785932623
Paroxetine,1998,2719100.0,55.695751383637187
Paroxetine,2016,1429838.0,25.870945445926267
Paroxetine,2011,1562140.0,29.414843938298361
Paroxetine,2006,1864849.0,36.590634393664722
Paroxetine,2008,1690382.0,32.622843567321958
Paroxetine,2009,1637695.0,31.37563126958948
Paroxetine,2005,2040191.0,40.315199778682391
Paroxetine,2015,1466462.0,26.766947211255356
Paroxetine,2004,2388299.0,47.580795543743783
Paroxetine,2013,1512561.0,28.08017331962019
Paroxetine,2012,1539929.0,28.787109510091859
Paroxetine,2003,2869348.0,57.472594165306347
Paroxetine,2007,1765865.0,34.367987450638459
Paroxetine,2014,1488796.0,27.409594856820963
Paroxetine,2017,1382209.0,24.84713770818912
Paroxetine,2002,3680452.0,74.084216162466191
Paroxetine,2010,1603469.0,30.459590634943225
Paroxetine,2000,3452272.0,70.120670359289335
Paroxetine,2001,3786829.0,76.579413019694783
Paroxetine,1999,3144900.0,64.138568185850687
Sertraline,2018,14815719.0,264.57734342808328
Sertraline,1998,1031500.0,21.128376136303082
Sertraline,2010,2941714.0,55.880970698580057
Sertraline,2013,6305113.0,117.05224836538206
Sertraline,2015,9447826.0,172.44869611563473
Sertraline,2012,4904021.0,91.674739268362416
Sertraline,2014,7761669.0,142.89681239252818
Sertraline,2017,12924636.0,232.3383876969539
Sertraline,2016,11222910.0,203.06306893126379
Sertraline,2011,3624202.0,68.243138406844963
Sertraline,2008,2128628.0,41.080594952514552
Sertraline,2006,1910651.0,37.489326049932139
Sertraline,2007,2032774.0,39.5626796623662
Sertraline,2009,2395315.0,45.890425393322204
Sertraline,2002,1641161.0,33.035107177436082
Sertraline,2003,1790161.0,35.856646403140623
Sertraline,2005,1844955.0,36.457238272141616
Sertraline,1999,1087900.0,22.187143734105021
Sertraline,2001,1443111.0,29.183412639510451
Sertraline,2000,1272944.2,25.855349935917356
Sertraline,2004,1834135.0,36.5404844345806
Escitalopram,2018,1100349.0,19.649901247705124
Escitalopram,2016,970673.0,17.562988414655106
Escitalopram,2014,918788.0,16.915418122636549
Escitalopram,2015,932589.0,17.022303021010718
Escitalopram,2017,1007713.0,18.1150489407408
Escitalopram,2008,1271102.0,24.531118826460585
Escitalopram,2009,1250777.0,23.962897824371073
Escitalopram,2006,1466260.0,28.769827254675711
Escitalopram,2007,1373889.0,26.739190091298212
Escitalopram,2013,959251.0,17.8081639927375
Escitalopram,2010,1291791.0,24.538937170537153
Escitalopram,2012,1044551.0,19.526617153047923
Escitalopram,2011,1192513.0,22.454827217401803
Escitalopram,2004,1033495.0,20.58976463603652
Escitalopram,2002,91270.0,1.8371836962276
Escitalopram,2003,627608.0,12.570890627034323
Escitalopram,2005,1358841.0,26.851381259139231
Venlafaxine,2018,4401567.0,78.602658688432271
Venlafaxine,2017,4125810.0,74.1671984684109
Venlafaxine,2015,3617081.0,66.021633145512581
Venlafaxine,2010,2630458.0,49.96833357078404
Venlafaxine,2009,2508759.0,48.063831988412971
Venlafaxine,2012,2927461.0,54.725341488810791
Venlafaxine,2014,3367249.0,61.993000298251424
Venlafaxine,2008,2390007.0,46.124973222505027
Venlafaxine,2013,3144399.0,58.374683008513749
Venlafaxine,2016,3895405.0,70.481977849790454
Venlafaxine,2011,2743662.0,51.662712400578449
Venlafaxine,2006,2257151.0,44.288082848688845
Venlafaxine,2007,2274634.0,44.269857982799131
Venlafaxine,2005,2675935.0,52.877820811761488
Venlafaxine,1999,824600.0,16.817279826402274
Venlafaxine,2000,1092733.0,22.19499810087888
Venlafaxine,2003,2633617.0,52.750938898959504
Venlafaxine,2001,1503647.0,30.407606112878376
Venlafaxine,2002,2083201.0,41.932978121672392
Venlafaxine,2004,3074849.0,61.258561677949444
Venlafaxine,1998,599200.0,12.273507494787037
Mirtazapine,2018,8938362.0,159.620202877669
Mirtazapine,2014,6056826.0,111.50966739449819
Mirtazapine,2013,5291985.0,98.24387644850718
Mirtazapine,2006,1692114.0,33.2013609286337
Mirtazapine,2004,1090647.0,21.728373171616063
Mirtazapine,2010,3367201.0,63.963546564087956
Mirtazapine,2012,4578487.0,85.589274998738247
Mirtazapine,2017,8198345.0,147.37670438713971
Mirtazapine,2008,2437436.0,47.040310020669253
Mirtazapine,2015,6783906.0,123.82486132482023
Mirtazapine,2011,3902871.0,73.490430676066453
Mirtazapine,2005,1371275.0,27.097083349800421
Mirtazapine,2007,2101469.0,40.899649871256138
Mirtazapine,2016,7526200.0,136.17620290909232
Mirtazapine,2009,2854483.0,54.687353917128483
Mirtazapine,2003,820593.0,16.436350161740986
Mirtazapine,2002,609600.0,12.2707042973633
Mirtazapine,2001,430271.0,8.70118524480432
Mirtazapine,2000,273534.0,5.5558737683641
Mirtazapine,1999,167000.0,3.40587646253842
Mirtazapine,1998,90000.0,1.84348410302208
Duloxetine,2018,2305728.0,41.175415712713587
Duloxetine,2017,2040053.0,36.672802610172923
Duloxetine,2016,1812334.0,32.791682724754416
Duloxetine,2015,1595529.0,29.122773394078443
Duloxetine,2007,267291.0,5.20212685209153
Duloxetine,2006,173476.0,3.4038127977521908
Duloxetine,2008,352261.0,6.79831866280427
Duloxetine,2012,965225.0,18.043713558792891
Duloxetine,2014,1393882.0,25.662173258267241
Duloxetine,2005,47328.0,0.93522507212583494
Duloxetine,2011,773438.0,14.563712641600411
Duloxetine,2009,462668.0,8.863982956679
Duloxetine,2010,602733.0,11.44955121812224
Duloxetine,2013,1172680.0,21.770399771283408
