practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Isocarboxazid,Iproniazid,Tranylcypromine,Moclobemide,Phenelzine,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
A84006,1558,629,686,225,10,0,0,0,1,9,1626,854,0,1583,42,207,2059,0,81,1607,202,41,0,4,7939,13995.557550000001
A84007,700,178,421,77,0,0,0,0,0,0,802,359,0,720,91,108,819,6,53,629,82,9,0,0,3599,8833.96901
A84008,326,88,162,76,2,0,0,0,2,0,524,158,14,388,8,58,520,0,9,414,74,1,0,0,1998,2991.57857
A84009,3564,665,1982,904,8,0,0,2,0,6,1821,1831,0,2415,25,146,3774,0,130,2823,576,67,0,0,13584,27740.575580000004
A84011,497,133,259,48,0,0,0,0,0,0,600,249,0,588,20,53,573,0,25,418,49,21,0,5,2580,4944.4707400000007
A84013,477,156,212,91,13,0,0,0,2,11,404,292,2,685,14,43,612,0,20,514,50,10,0,0,2542,5753.1977700000007
A84014,1152,177,711,261,2,0,0,0,1,1,813,630,5,927,5,99,1185,0,32,890,179,31,0,0,4818,12333.17398
A84015,749,162,511,69,0,0,0,0,0,0,227,151,0,213,0,11,972,0,32,748,91,0,0,0,2323,3842.19763
A84016,285,84,159,37,0,0,0,0,0,0,346,233,0,604,12,50,530,0,3,441,36,4,0,0,2060,4125.07428
A84018,768,198,454,113,0,0,0,0,0,0,626,165,0,435,43,79,526,0,39,368,52,23,0,0,2642,4503.03894
A84020,789,215,432,133,0,0,0,0,0,0,538,573,0,792,7,46,1090,0,24,882,124,26,0,0,3835,9203.5704200000018
A84022,1521,415,844,234,14,0,0,0,14,0,915,382,2,1231,46,33,1379,0,26,1052,227,6,0,15,5523,11946.30609
A84024,640,80,377,86,0,0,0,0,0,0,511,531,0,808,40,64,782,2,65,634,48,10,0,0,3376,8300.05812
A84025,634,149,381,77,0,0,0,0,0,0,478,324,0,616,42,41,477,0,31,376,30,16,0,0,2612,5226.1439699999992
A84026,1164,319,649,191,0,0,0,0,0,0,871,328,0,876,12,56,1302,2,14,952,283,16,0,0,4609,11082.566179999998
A84027,204,25,134,43,0,0,0,0,0,0,324,271,0,165,12,56,389,0,11,323,46,4,0,0,1421,1990.4050599999998
A84028,2567,672,1252,592,1,0,0,0,1,0,1779,1263,2,1939,48,192,2688,0,17,1987,322,107,0,0,10479,18379.63127
A84029,150,49,42,59,0,0,0,0,0,0,160,133,0,174,59,12,327,0,14,279,17,8,0,0,1015,1749.37688
A84030,973,303,493,169,1,0,0,0,1,0,554,377,0,1007,10,41,885,2,34,643,127,11,0,0,3848,10295.41409
A84031,549,123,294,123,3,0,0,0,0,3,319,367,6,602,7,78,534,0,10,432,43,6,0,0,2465,5494.29021
A84032,265,59,102,104,0,0,0,0,0,0,226,83,0,203,12,33,373,0,2,284,72,12,0,0,1195,1775.98877
A84033,431,114,246,56,0,0,0,0,0,0,627,162,0,636,12,81,464,0,38,328,67,24,0,0,2413,4481.9836000000005
A84034,474,84,316,72,0,0,0,0,0,0,250,307,0,872,46,64,748,0,38,554,122,11,0,0,2761,4577.79892
A84035,341,141,165,35,0,0,0,0,0,0,398,350,0,548,9,56,676,0,13,563,73,8,0,0,2378,3827.25882
A84036,2796,806,1542,422,15,0,0,0,12,3,1785,1322,0,2388,15,205,2796,0,57,2227,388,10,0,0,11322,18120.015710000003
A84037,684,233,275,167,0,0,0,0,0,0,627,204,0,402,35,29,693,0,20,558,78,11,0,0,2674,5399.55618
A84038,1350,285,734,259,2,0,0,0,0,2,469,597,5,1108,4,47,864,0,20,598,183,7,0,0,4446,8081.8898599999993
A84039,546,132,335,57,0,0,0,0,0,0,294,152,3,676,14,50,417,0,11,287,67,13,0,0,2152,5370.7505999999994
A84040,228,117,36,75,0,0,0,0,0,0,384,248,0,142,17,26,351,0,3,276,62,0,0,0,1396,2768.11387
A84042,122,44,57,21,0,0,0,0,0,0,170,50,0,144,1,9,157,0,27,122,2,0,0,0,653,1033.2463400000001
A84043,1437,382,783,244,6,0,0,0,2,4,1339,887,0,1325,62,112,1775,1,22,1414,217,34,0,0,6943,16197.87068
A84044,732,248,287,176,3,0,0,0,0,3,834,440,0,597,12,40,879,4,11,612,192,9,0,0,3537,9084.78062
A84045,436,122,262,52,12,0,0,0,0,12,373,430,0,505,9,43,553,0,6,453,67,10,0,0,2361,4377.31414
A84047,228,86,84,47,0,0,0,0,0,0,411,245,0,402,24,50,543,0,10,471,26,8,0,0,1903,3113.55227
A84604,138,25,81,32,0,0,0,0,0,0,219,75,0,153,7,35,137,0,0,105,13,9,0,0,764,1142.1391999999998
A84609,115,30,43,42,0,0,0,0,0,0,95,58,0,90,40,17,126,0,14,88,18,4,0,0,541,746.97934
A84614,181,83,78,12,0,0,0,0,0,0,121,64,0,133,1,16,170,0,4,105,52,5,0,0,686,1843.24319
A84619,263,70,147,43,0,0,0,0,0,0,225,166,0,254,1,6,380,0,0,317,45,3,0,0,1295,2595.38711
A85001,933,117,490,302,5,0,0,3,0,2,436,468,0,606,63,73,795,0,20,608,126,21,0,0,3379,9779.26233
A85002,543,60,413,64,6,0,0,0,0,6,241,103,0,384,43,12,355,0,0,254,74,5,0,0,1687,2433.8273599999998
A85003,804,71,571,160,0,0,0,0,0,0,339,317,0,529,29,45,554,0,33,409,84,4,0,0,2617,3837.8725000000004
A85004,1638,271,1034,319,0,0,0,0,0,0,1112,661,0,1322,155,167,1326,0,4,1090,148,26,0,0,6381,9946.43678
A85005,3290,545,2050,643,3,0,0,0,3,0,1125,900,3,1926,103,142,1916,0,29,1390,400,39,0,0,9408,16253.301060000002
A85006,1328,301,636,367,12,0,0,0,12,0,728,566,0,910,56,58,1212,0,28,953,141,3,0,0,4870,8434.7955799999982
A85007,951,153,617,165,29,0,0,0,17,12,499,589,0,639,35,68,699,0,55,459,107,11,0,0,3509,6737.95962
A85008,2515,474,1577,443,28,0,0,0,3,25,887,978,0,2137,77,99,2303,0,16,1571,564,41,0,0,9024,16079.40083
A85009,1038,165,647,226,0,0,0,0,0,0,354,496,0,838,21,54,909,0,15,600,255,9,0,0,3710,6773.6558600000008
A85010,1292,216,744,301,0,0,0,0,0,0,899,459,0,1010,59,89,932,0,47,558,267,5,0,0,4740,8916.1204300000027
A85011,1533,301,969,250,3,0,0,0,3,0,678,662,0,1152,13,82,1100,0,11,844,158,29,0,0,5223,7948.4029100000007
A85012,821,103,551,167,0,0,0,0,0,0,184,457,0,757,34,47,811,4,9,630,134,3,0,0,3111,8776.41064
A85013,340,61,258,21,0,0,0,0,0,0,281,275,0,138,6,16,300,0,15,232,24,3,0,0,1356,1961.44666
A85014,917,77,598,239,0,0,0,0,0,0,544,459,0,782,16,68,743,0,31,589,92,7,0,0,3529,5185.7784500000007
A85016,1839,381,1127,301,12,0,0,0,0,12,860,1012,23,1966,119,76,1920,0,12,1356,391,49,0,0,7827,11081.8259
A85017,659,144,390,125,3,0,0,0,3,0,341,267,4,669,32,40,657,0,2,488,100,31,0,0,2672,4502.06917
A85018,885,213,478,187,0,0,0,0,0,0,263,203,0,433,32,7,668,0,5,416,207,6,0,0,2491,4854.50844
A85019,997,121,677,189,0,0,0,0,0,0,663,454,0,746,17,119,1090,4,26,803,158,48,0,0,4086,12184.820730000001
A85020,1541,317,928,271,5,0,0,1,1,3,751,730,3,1113,28,86,1445,4,20,934,374,11,0,0,5702,19977.790819999995
A85021,383,48,263,58,0,0,0,0,0,0,80,107,0,178,0,34,231,0,20,164,15,11,0,0,1013,1441.6920100000002
A85023,1124,137,831,153,0,0,0,0,0,0,352,415,5,990,3,43,1007,0,3,683,267,18,0,0,3939,5824.4700900000007
A85024,405,94,243,55,16,0,0,16,0,0,137,94,0,377,2,10,465,0,8,340,99,10,0,0,1506,6213.6361099999995
A85026,536,132,283,118,0,0,0,0,0,0,511,337,1,748,16,81,656,0,13,462,175,4,0,0,2886,3401.6603699999996
A85609,81,18,50,13,0,0,0,0,0,0,108,30,1,28,16,0,96,0,0,86,3,2,0,0,360,460.45146
A85611,636,145,352,119,2,0,0,2,0,0,387,407,0,695,34,38,635,0,5,521,59,7,0,0,2834,6095.692070000001
A85614,592,109,306,164,0,0,0,0,0,0,212,230,2,558,12,25,623,0,0,488,84,24,0,0,2254,4258.0163299999995
A85616,652,86,452,114,2,0,0,0,0,2,246,224,0,438,3,30,557,0,6,487,26,8,0,0,2152,3353.1010700000006
A85617,404,155,188,57,0,0,0,0,0,0,250,148,0,303,34,22,377,0,0,280,83,0,0,0,1538,2807.38878
A85620,450,79,234,125,0,0,0,0,0,0,406,173,0,363,32,23,355,0,3,242,63,19,0,0,1802,3168.2624699999997
A86003,3681,1008,1736,855,20,0,0,0,17,3,1698,1219,0,2983,174,154,2804,0,98,1675,866,98,0,0,12733,19863.14249
A86004,1482,286,1008,165,0,0,0,0,0,0,649,684,0,776,25,65,962,0,33,704,145,43,0,0,4643,11268.693739999999
A86005,1144,121,766,248,0,0,0,0,0,0,749,344,0,840,21,36,886,15,54,555,224,3,0,0,4020,7993.6263
A86006,598,177,367,52,0,0,0,0,0,0,557,179,0,254,12,66,563,0,58,415,53,9,0,0,2229,4125.11239
A86007,129,43,53,33,0,0,0,0,0,0,90,164,0,134,3,3,47,0,0,28,8,5,0,0,570,1413.78345
A86008,1208,175,686,324,0,0,0,0,0,0,823,577,0,920,109,35,1022,0,56,784,142,3,0,0,4694,9023.354229999999
A86010,875,226,515,111,3,0,0,0,0,3,693,451,1,696,34,77,648,0,18,488,117,14,0,0,3478,6662.8514300000006
A86011,1905,305,1237,335,7,0,0,0,7,0,598,826,0,1760,39,48,1706,0,87,1409,133,6,0,0,6889,9060.6207
A86012,991,234,645,112,0,0,0,0,0,0,398,266,0,794,3,48,778,0,0,603,157,7,0,0,3278,3701.65315
A86013,1161,326,649,174,0,0,0,0,0,0,752,576,0,767,64,69,930,0,107,677,104,19,0,0,4319,6394.4404399999994
A86016,752,107,429,214,0,0,0,0,0,0,739,269,0,767,20,98,852,0,43,502,200,17,0,0,3497,6083.9231
A86017,3187,775,1899,481,4,0,0,0,0,4,847,912,0,1151,94,109,1754,0,49,1006,597,15,0,0,8058,13240.570539999999
A86018,954,169,587,157,3,0,0,0,3,0,682,618,1,983,37,45,762,0,43,585,85,28,0,0,4085,10311.728509999999
A86020,253,69,166,18,0,0,0,0,0,0,212,66,0,292,24,5,201,0,4,158,35,0,0,0,1053,2050.8340500000004
A86021,2229,492,1448,269,2,0,0,0,0,2,904,857,0,1347,31,116,1601,0,34,944,439,66,0,0,7087,11772.118879999998
A86022,1183,365,625,153,2,0,0,0,0,2,889,464,0,849,27,48,871,4,37,569,207,18,0,0,4333,10929.131830000002
A86023,1760,537,769,419,1,0,0,0,1,0,589,398,0,916,254,30,1167,0,32,779,313,26,0,0,5115,9281.484269999999
A86024,1393,193,879,256,0,0,0,0,0,0,624,566,0,857,23,53,1036,0,1,658,344,18,0,0,4552,7197.88998
A86025,2972,802,1683,481,0,0,0,0,0,0,1420,894,3,1621,89,155,2438,0,99,1662,520,87,0,0,9592,15948.49109
A86026,1456,364,864,220,0,0,0,0,0,0,766,552,0,838,7,76,1215,0,24,950,214,11,0,0,4910,8478.08993
A86027,154,55,67,30,0,0,0,0,0,0,194,179,0,236,23,18,97,0,8,76,6,0,0,0,901,1769.66437
A86028,418,56,232,111,13,0,0,0,13,0,386,199,0,381,10,26,306,0,0,232,50,0,0,0,1739,2338.64979
A86029,4029,757,2393,744,0,0,0,0,0,0,1606,1281,0,1713,65,181,2447,0,55,1734,519,55,0,0,11322,15647.20642
A86030,1754,321,996,427,12,0,0,0,0,12,1007,602,0,1239,43,33,2165,0,4,1313,461,96,0,0,6855,13035.835729999999
A86031,1329,277,776,224,0,0,0,0,0,0,523,289,0,1081,20,104,862,0,34,663,53,41,0,0,4208,7507.07117
A86033,368,100,209,51,0,0,0,0,0,0,382,122,0,230,17,18,250,0,21,199,12,11,0,0,1387,3157.88918
A86035,165,12,115,38,0,0,0,0,0,0,168,127,0,202,9,5,112,0,0,77,20,0,0,0,788,1134.76213
A86036,1063,409,482,156,0,0,0,0,0,0,667,274,0,930,115,49,784,0,22,584,130,4,0,1,3882,7566.35307
A86037,1418,358,875,171,0,0,0,0,0,0,608,463,0,812,31,19,904,0,4,643,179,30,0,0,4255,8220.84541
A86038,1239,318,694,164,0,0,0,0,0,0,748,377,0,823,58,54,886,0,40,618,120,37,0,0,4185,7165.54514
A86040,2062,346,1458,199,0,0,0,0,0,0,757,577,0,1111,18,35,1453,0,9,990,390,29,0,0,6013,8424.3782
A86041,736,95,473,167,3,0,0,3,0,0,691,286,0,362,25,79,524,0,4,353,121,12,0,0,2706,5461.52058
A86601,1425,404,834,184,0,0,0,0,0,0,744,669,0,699,43,24,867,0,45,624,139,7,0,0,4471,7301.2048799999993
A87002,700,124,451,122,0,0,0,0,0,0,654,401,3,714,15,81,807,0,7,619,115,28,0,0,3375,5723.66858
A87003,1481,420,898,144,3,0,0,0,3,0,924,624,0,993,8,190,1186,0,32,882,190,28,0,0,5409,8943.3554899999981
A87004,2269,498,1379,383,13,0,0,0,13,0,981,772,0,2277,70,81,2080,0,36,1567,337,18,0,0,8543,15450.465200000002
A87005,1081,316,499,245,2,0,0,0,2,0,738,551,13,757,179,72,904,3,81,658,75,7,0,0,4297,12121.098119999999
A87006,634,181,352,86,0,0,0,0,0,0,550,313,0,624,6,35,473,0,30,373,44,7,0,0,2635,4813.3189799999991
A87007,1385,337,712,319,3,0,0,0,0,3,951,543,0,931,24,60,1164,0,10,900,193,19,0,0,5061,8444.5430800000013
A87008,754,187,443,92,1,0,0,0,1,0,607,323,0,450,58,31,610,0,26,445,52,22,0,0,2834,5006.2995599999995
A87009,1937,455,986,429,1,0,0,0,1,0,1622,570,1,1146,106,97,1465,3,61,1244,114,9,0,0,6945,13152.365630000004
A87011,579,97,298,176,0,0,0,0,0,0,378,152,0,775,57,73,518,0,20,386,57,7,0,0,2532,7019.283519999999
A87012,1448,218,961,238,0,0,0,0,0,0,1243,317,0,1074,26,59,1538,0,14,1147,293,39,0,0,5705,8007.68696
A87013,1400,208,764,414,3,0,0,0,2,1,649,454,0,939,5,22,1304,0,19,942,244,8,0,12,4776,7982.4364499999992
A87015,648,171,362,105,0,0,0,0,0,0,674,306,0,602,14,73,707,0,5,562,95,12,0,0,3024,4917.7026
A87016,1335,313,656,333,14,0,0,0,12,2,936,557,0,865,20,100,1165,0,74,824,152,49,0,0,4992,8233.4198100000012
A87017,813,247,411,139,0,0,0,0,0,0,375,251,0,570,10,18,662,0,5,469,148,3,0,0,2699,4439.65038
A87019,781,164,402,201,0,0,0,0,0,0,477,252,0,489,23,30,786,0,0,604,116,24,0,0,2838,4278.22235
A87020,670,170,395,95,0,0,0,0,0,0,454,414,0,542,8,33,630,0,25,448,101,34,0,0,2751,6605.887279999999
A87022,975,130,497,328,0,0,0,0,0,0,588,332,0,753,34,63,852,0,6,703,71,9,0,0,3597,6133.01859
A87023,646,106,282,258,0,0,0,0,0,0,343,256,0,527,24,46,635,0,36,519,32,3,0,0,2477,4867.31156
A87029,1187,256,724,199,1,0,0,0,1,0,794,404,0,919,9,80,1111,1,18,869,167,9,0,0,4505,7085.8231100000012
A87030,828,179,462,185,0,0,0,0,0,0,574,290,0,681,5,85,701,0,17,557,85,1,0,0,3164,4461.85009
A87600,274,46,208,18,0,0,0,0,0,0,281,315,0,228,11,5,292,0,13,226,23,5,0,0,1406,2489.83471
A87612,897,254,446,186,7,0,0,0,0,7,400,415,0,741,11,63,828,0,18,639,126,20,0,0,3362,5120.51514
A87615,381,71,235,75,0,0,0,0,0,0,290,212,0,659,2,5,607,0,3,458,133,9,0,0,2156,3533.8956100000005
A88001,355,48,255,52,0,0,0,0,0,0,265,172,0,361,31,4,425,0,3,349,52,14,0,0,1613,2779.38393
A88002,2467,406,1530,504,0,0,0,0,0,0,1456,955,0,2160,61,97,2531,6,39,1780,465,54,0,0,9727,17248.58919
A88003,1897,347,1222,310,0,0,0,0,0,0,809,798,2,1406,16,72,1602,1,5,1351,145,16,0,0,6602,13275.609579999998
A88004,797,144,503,131,3,0,0,0,0,3,934,386,1,882,38,60,796,0,2,597,143,8,0,0,3897,8135.14922
A88005,963,259,502,191,0,0,0,0,0,0,315,149,0,530,43,60,495,8,0,301,129,16,0,0,2555,5678.1211699999994
A88006,981,248,584,149,0,0,0,0,0,0,464,347,0,673,11,71,825,0,20,672,107,17,0,0,3372,6286.9667000000009
A88007,1108,227,709,147,0,0,0,0,0,0,632,490,0,774,24,49,778,1,1,474,285,7,0,0,3855,6484.9560200000005
A88008,738,171,431,102,4,0,0,0,0,4,968,418,2,582,52,25,600,0,21,408,127,15,0,0,3389,4963.0199600000005
A88009,421,105,244,66,0,0,0,0,0,0,389,284,0,452,31,17,464,0,0,373,48,8,0,0,2058,4140.60147
A88010,636,148,356,77,3,0,0,0,0,3,348,200,0,404,22,40,461,0,7,367,15,27,0,0,2114,2995.47196
A88012,803,121,537,145,0,0,0,0,0,0,668,324,0,738,27,152,588,0,4,472,72,12,0,0,3300,5253.8434499999994
A88013,2613,470,1470,655,0,0,0,0,0,0,1260,1108,0,2427,106,132,2196,0,5,1647,391,8,0,0,9842,18329.42118
A88014,419,29,333,54,0,0,0,0,0,0,94,181,0,88,43,14,172,13,0,122,23,8,0,0,1011,5326.8427500000007
A88015,1117,188,766,163,0,0,0,0,0,0,681,416,2,881,63,37,1197,22,38,677,416,3,0,0,4394,7576.059189999999
A88016,691,132,454,105,0,0,0,0,0,0,583,318,0,612,57,58,674,0,5,558,52,3,0,0,2993,5274.1417899999988
A88022,1241,207,837,171,3,0,0,0,0,3,835,569,0,1042,35,83,1007,0,11,815,136,4,0,0,4815,9448.75425
A88023,565,68,310,184,0,0,0,0,0,0,636,218,0,430,20,44,598,0,3,383,172,4,0,0,2511,4791.8959
A88025,425,74,292,56,0,0,0,0,0,0,336,220,0,427,11,78,493,0,0,409,50,13,0,0,1990,3663.2004199999997
A88601,503,44,371,75,2,0,0,0,0,2,213,200,0,350,30,37,307,0,3,242,45,13,0,0,1642,2341.25517
A88608,473,105,296,67,0,0,0,0,0,0,425,301,0,498,12,19,531,0,10,418,45,6,0,0,2259,3997.76102
A88613,387,58,303,26,0,0,0,0,0,0,254,279,0,417,12,56,442,0,5,335,85,3,0,0,1847,4119.9610699999994
A89001,2833,576,1760,485,0,0,0,0,0,0,1341,1018,4,2316,84,191,2272,0,58,1746,327,71,0,0,10059,13319.55716
A89002,1214,327,804,64,3,0,0,0,0,3,578,369,0,896,32,22,725,0,20,571,88,18,0,0,3839,4329.3816000000006
A89004,3020,550,1853,511,0,0,0,0,0,0,1351,706,0,2150,59,189,1878,8,38,1482,162,18,0,0,9353,18362.47772
A89005,803,105,535,142,0,0,0,0,0,0,712,420,0,690,75,29,806,7,8,686,60,9,0,0,3535,9615.44011
A89006,1052,148,736,132,2,0,0,0,0,2,1001,451,0,916,22,23,926,0,70,661,131,0,0,0,4393,5446.01575
A89007,1256,268,795,151,16,0,0,0,0,16,651,383,0,970,81,103,878,0,147,599,69,5,0,0,4338,7442.27044
A89008,716,113,508,71,0,0,0,0,0,0,680,479,3,625,27,110,805,0,28,575,155,4,0,0,3445,4174.4243700000006
A89009,1036,187,751,89,1,0,0,0,1,0,801,586,2,995,9,75,1622,0,27,1276,220,52,0,0,5127,9323.6547299999984
A89010,1574,501,983,89,1,0,0,1,0,0,1211,602,0,1166,123,101,1362,0,7,1078,158,13,0,0,6140,11167.89723
A89011,697,136,404,153,0,0,0,0,0,0,811,256,0,407,38,44,446,0,0,393,13,0,0,0,2699,3578.7254
A89012,1504,204,1075,206,0,0,0,0,0,0,1097,731,0,1211,325,239,1685,0,26,1404,150,13,0,0,6792,9626.9638100000011
A89013,1509,185,989,279,0,0,0,0,0,0,581,310,0,685,49,48,779,14,1,601,98,9,0,0,3961,7181.8115899999993
A89015,1044,351,586,102,3,0,0,0,3,0,664,427,0,596,59,57,654,0,53,498,15,32,0,0,3504,7023.74791
A89016,808,227,496,83,0,0,0,0,0,0,693,424,0,879,76,137,1123,0,161,786,115,18,0,3,4140,7206.84442
A89017,1843,423,1161,241,2,0,0,0,2,0,1073,764,0,1271,97,86,1634,6,92,1379,52,26,0,0,6770,14205.44857
A89018,1027,201,727,83,3,0,0,0,0,3,477,340,0,564,115,42,453,0,8,320,87,0,0,0,3021,4471.84793
A89019,2326,520,1372,398,0,0,0,0,0,0,591,1208,0,1583,63,184,1761,0,98,1287,232,73,0,0,7716,11621.58876
A89020,1188,190,828,143,0,0,0,0,0,0,826,556,0,781,51,48,944,15,87,651,132,23,0,0,4394,8995.99969
A89021,1599,559,775,259,1,0,0,0,0,1,883,479,0,1089,49,42,1215,0,17,898,169,38,0,0,5357,8132.7080700000015
A89022,784,84,468,192,0,0,0,0,0,0,567,294,0,360,90,234,597,0,7,481,98,0,0,0,2926,4188.97597
A89023,1216,302,692,203,0,0,0,0,0,0,834,400,15,739,89,131,1111,0,13,850,134,26,0,0,4535,7697.0340099999994
A89024,835,223,556,56,19,0,0,0,19,0,685,642,0,440,37,69,879,0,38,735,45,26,0,0,3606,5610.07414
A89025,1878,347,1168,294,4,0,0,0,4,0,968,827,0,1612,84,127,1583,1,29,1160,291,0,0,0,7083,9913.8639
A89026,919,148,613,134,0,0,0,0,0,0,1137,362,0,530,63,44,838,0,14,597,97,7,0,0,3893,5472.41374
A89027,1117,188,757,169,0,0,0,0,0,0,1080,375,0,690,24,127,1047,0,30,797,156,7,0,0,4460,6560.6262400000005
A89028,1055,254,538,246,0,0,0,0,0,0,1063,369,0,962,44,56,748,0,46,533,84,0,0,0,4297,6416.03628
A89030,1598,338,859,343,0,0,0,0,0,0,825,629,0,789,14,17,1248,0,29,816,267,41,0,0,5120,8218.6706600000016
A89031,497,77,359,46,0,0,0,0,0,0,544,324,2,364,21,47,673,0,2,589,41,1,0,0,2472,2807.0635700000003
A89032,1245,276,756,185,0,0,0,0,0,0,1137,875,3,1043,38,97,1398,0,57,1201,86,11,0,0,5836,7836.98745
A89034,364,116,207,31,0,0,0,0,0,0,214,156,0,153,218,7,142,0,18,85,21,8,0,0,1254,1997.02433
A89035,1310,205,873,196,0,0,0,0,0,0,1208,695,0,975,48,102,1679,0,26,1415,146,12,0,0,6017,8195.30274
A89036,346,63,240,43,0,0,0,0,0,0,190,148,0,349,9,30,400,0,47,300,48,3,0,0,1472,1797.75503
A89040,804,129,614,52,0,0,0,0,0,0,381,261,0,382,11,44,409,0,15,351,12,0,0,0,2292,2581.85724
A89041,1175,213,735,204,12,0,0,0,12,0,793,547,0,1014,61,140,841,2,10,690,76,0,0,0,4583,7959.62409
A89604,1168,190,833,145,0,0,0,0,0,0,424,528,0,835,38,30,818,0,32,505,190,22,0,0,3841,4788.58435
A89614,637,127,357,149,1,0,0,0,0,1,300,231,0,653,12,57,528,0,23,424,52,12,0,0,2419,3642.0963699999993
A89616,280,53,186,14,0,0,0,0,0,0,226,125,0,286,31,10,314,0,0,292,14,0,0,0,1272,1688.4242
A89617,551,178,333,29,0,0,0,0,0,0,454,192,13,344,15,36,505,0,2,431,66,0,0,0,2110,2912.59314
A89623,182,43,134,5,0,0,0,0,0,0,231,54,0,78,13,24,184,0,6,161,5,0,0,0,766,895.97599
B81002,193,48,89,44,0,0,0,0,0,0,207,223,0,67,8,11,161,0,10,141,0,0,0,0,870,2002.1841800000004
B81003,1137,359,529,197,0,0,0,0,0,0,1185,486,0,952,18,106,1338,3,89,1044,152,4,0,0,5222,7334.3211499999989
B81004,1264,470,579,209,0,0,0,0,0,0,1873,371,3,950,94,128,1480,0,83,1214,106,10,0,0,6163,15611.275749999999
B81005,920,295,446,173,2,0,0,0,0,2,1055,1168,0,867,92,136,1553,0,69,1363,50,13,0,3,5793,10934.746169999999
B81006,779,157,434,181,4,0,0,0,0,4,359,302,0,490,22,40,967,0,50,818,23,8,0,0,2963,6566.8344
B81007,531,198,249,77,0,0,0,0,0,0,909,464,0,523,91,72,1104,0,46,932,95,5,0,0,3694,6609.7604199999987
B81008,2915,713,1546,609,0,0,0,0,0,0,2662,1201,3,2192,562,185,3141,22,61,2829,58,15,0,0,12861,24412.293629999996
B81009,445,121,215,106,3,0,0,0,0,3,671,316,0,710,31,28,774,0,21,701,18,2,0,0,2978,7432.3354399999989
B81010,950,303,466,135,0,0,0,0,0,0,1040,397,0,1052,42,78,831,0,35,738,14,3,0,0,4390,8146.7621899999995
B81011,921,264,502,155,0,0,0,0,0,0,699,459,0,763,37,103,1199,0,14,1030,69,20,0,0,4181,6727.07106
B81012,400,91,274,27,0,0,0,0,0,0,346,111,0,267,0,33,416,4,16,352,31,0,0,0,1573,3199.38814
B81013,400,100,218,82,0,0,0,0,0,0,595,342,0,519,22,40,929,0,38,800,54,0,0,0,2847,4850.73939
B81014,642,92,424,126,0,0,0,0,0,0,630,199,0,577,15,26,654,0,45,492,83,9,0,0,2743,5118.17227
B81015,1126,322,579,196,0,0,0,0,0,0,1272,754,0,1240,28,141,1574,0,62,1351,123,7,0,0,6135,8527.523
B81016,918,228,506,120,0,0,0,0,0,0,608,332,0,721,13,73,915,0,20,712,148,8,0,0,3580,6139.04893
B81017,2345,435,1680,219,0,0,0,0,0,0,964,507,0,1620,44,122,1579,0,43,1373,98,18,0,0,7181,8433.27226
B81018,894,193,567,131,0,0,0,0,0,0,750,269,0,908,25,59,1249,0,17,1136,60,8,0,0,4154,6591.3448100000005
B81020,755,162,438,152,0,0,0,0,0,0,721,295,0,664,22,24,714,2,8,653,19,0,0,0,3195,6161.8065699999988
B81022,729,225,339,158,0,0,0,0,0,0,1084,1187,0,1224,125,117,1639,0,52,1443,76,0,0,3,6105,9438.09065
B81023,482,90,313,63,0,0,0,0,0,0,508,181,0,373,83,35,632,0,48,494,79,1,0,0,2294,4045.0826000000006
B81024,514,167,212,107,0,0,0,0,0,0,409,184,0,256,8,15,520,0,23,470,3,0,0,0,1906,4968.2293100000006
B81025,1541,640,560,296,0,0,0,0,0,0,1316,530,0,908,62,98,1769,0,43,1526,52,13,0,0,6224,18003.93341
B81026,1494,340,868,280,4,0,0,4,0,0,1264,1306,6,1452,205,67,2185,8,40,1877,205,8,0,0,7983,29706.077559999998
B81027,892,186,523,153,0,0,0,0,0,0,1020,368,0,607,30,77,1094,0,25,1019,22,0,0,0,4088,5593.25716
B81029,769,426,257,84,0,0,0,0,0,0,704,450,0,1112,13,36,1129,3,35,958,58,2,0,0,4213,12813.071820000001
B81030,483,102,276,96,0,0,0,0,0,0,1100,406,3,758,17,84,1179,7,49,973,87,10,0,0,4030,12382.34438
B81031,537,164,276,82,0,0,0,0,0,0,1068,431,0,409,1,33,1145,0,30,846,227,3,0,0,3624,6040.33709
B81032,1038,91,919,28,0,0,0,0,0,0,187,150,0,341,44,45,636,0,13,578,30,3,0,0,2441,2540.02255
B81034,1106,570,242,292,5,0,0,0,5,0,959,416,0,630,51,42,1464,0,99,1250,10,4,0,0,4673,14622.219009999999
B81035,448,154,196,95,0,0,0,0,0,0,528,316,0,308,6,50,627,0,20,535,24,3,0,0,2283,3980.71534
B81036,845,330,404,104,0,0,0,0,0,0,1110,458,0,1052,230,46,1382,0,45,1205,42,18,0,0,5123,10834.915120000001
B81037,1051,337,569,125,0,0,0,0,0,0,1240,518,3,950,57,68,1611,3,62,1406,22,9,0,0,5498,12892.617350000002
B81038,723,148,478,91,0,0,0,0,0,0,513,523,0,952,38,62,1057,0,39,924,32,19,0,0,3868,5933.9407599999995
