practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
E82019,3823,1620,1662,520,0,6784,1933,0,3228,234,556,5201,0,492,3744,643,38,0,0,21759,49567.299739999995
E82020,1393,309,801,262,0,1516,757,6,927,27,134,1886,0,72,1671,61,4,0,0,6646,12306.818660000004
E82021,1305,523,584,198,13,2183,618,0,698,135,266,1267,33,45,1135,13,12,0,0,6485,27228.501630000002
E82022,3078,667,2050,324,12,3639,1059,0,3343,56,283,3860,5,174,2932,319,28,0,0,15330,46078.757439999972
E82023,1945,900,839,43,48,2192,708,12,2296,138,195,2151,14,69,1701,90,16,0,0,9685,38382.863340000084
E82024,2282,756,1359,137,6,3704,857,0,3051,287,622,3449,1,188,3019,102,40,0,0,14258,33664.706459999958
E82027,1517,518,743,250,0,2061,595,0,1231,102,119,1656,2,312,1157,57,15,0,0,7281,31006.211390000026
E82028,1803,450,1005,322,6,2217,752,0,1329,168,101,2315,11,163,1785,72,20,0,0,8691,31071.869700000014
E82031,2878,1253,1539,70,0,3233,1129,12,3664,133,406,2823,53,200,2126,209,22,0,0,14278,52991.644089999936
E82032,2980,1424,1275,262,0,4739,1403,0,3523,63,389,5500,6,138,4538,336,114,0,0,18597,53493.111230000039
E82034,1486,378,809,275,0,1590,576,0,844,108,140,1424,88,94,1136,47,8,0,0,6168,32038.338939999983
E82035,3332,1676,1325,326,39,3552,1219,0,2944,308,370,3958,0,201,3399,127,26,0,0,15722,45404.063969999967
E82037,2273,705,1392,99,0,1799,856,0,2648,54,270,2309,12,125,1967,83,25,0,0,10209,38996.490929999964
E82038,1023,343,373,299,0,1485,379,0,1225,863,108,1581,0,34,1407,62,20,0,0,6664,24261.327079999992
E82040,5108,1859,2514,385,13,7928,3973,17,7312,390,624,7496,0,328,6277,575,84,0,0,32861,78847.232309999876
E82041,1705,792,650,207,56,3580,1401,20,2921,59,307,3324,0,108,2645,144,88,0,0,13373,31800.731930000005
E82042,3761,1042,2387,263,11,3511,788,16,942,648,273,2302,7,247,1542,119,31,0,0,12252,44193.454739999979
E82043,2496,970,1332,170,25,2432,762,20,2466,237,299,2839,18,287,2065,187,89,0,0,11576,54936.337589999945
E82044,3108,1645,1139,309,18,4046,907,0,2664,121,244,5025,26,314,3760,798,34,0,0,16133,64594.43140999999
E82045,1361,362,924,75,12,1139,548,16,680,8,77,1771,7,83,1550,81,0,0,0,5612,11502.477920000007
E82046,2259,761,1263,157,7,2668,1436,0,2039,70,376,3124,30,120,2437,177,46,0,0,11979,47367.750140000004
E82048,1157,330,700,122,2,1304,787,0,1150,76,88,1332,13,60,1106,65,13,0,0,5896,41233.101630000012
E82049,1047,308,675,58,13,848,345,0,578,85,58,847,2,17,807,7,0,0,1,3821,9114.151090000003
E82050,708,290,367,50,0,522,394,0,681,0,102,900,0,42,719,60,8,0,0,3307,9444.67947
E82051,2412,1299,801,289,3,2541,1447,0,2908,522,146,3208,2,173,2598,104,21,0,0,13187,46134.629740000004
E82053,1144,599,429,98,0,2339,559,12,666,58,262,1649,0,130,1423,35,38,0,0,6689,16785.817210000005
E82054,1562,454,986,111,24,2003,1030,7,1519,42,167,2204,16,125,1810,99,16,0,0,8558,31965.511170000012
E82055,1771,619,880,265,71,1924,571,0,1556,141,233,1704,4,122,1421,48,9,0,1,7971,27461.43689000003
E82056,1290,672,509,108,12,2897,482,0,1034,83,325,2612,0,199,2284,49,41,0,0,8735,18498.237739999997
E82057,488,189,252,35,0,1601,361,0,570,44,150,844,11,68,719,5,6,0,0,4058,11534.828700000004
E82058,1045,435,489,109,12,2149,1257,0,3238,237,206,1655,0,50,1289,162,84,0,0,9799,33775.608940000027
E82059,1727,617,952,155,12,2143,687,0,1504,69,132,1524,10,18,1191,115,38,0,0,7798,30275.635190000015
E82060,2540,963,1336,213,26,3416,1602,5,1961,102,150,3447,6,331,2877,129,22,0,0,13249,55368.45436
E82061,2641,775,1527,309,0,2581,2115,13,1893,245,173,2717,0,148,2149,159,50,0,0,12378,34825.466670000038
E82062,3150,1678,1139,167,39,3982,2661,0,3436,253,534,3750,56,250,3006,208,57,0,0,17805,74056.620449999886
E82063,1764,704,774,284,0,3962,1496,29,2718,329,929,3138,0,218,2294,203,37,0,0,14365,32654.84510999998
E82064,543,225,282,32,23,842,463,0,357,43,39,534,21,33,390,33,4,0,0,2844,17600.940609999994
E82066,251,120,122,9,0,637,177,0,260,20,124,306,0,22,242,0,3,0,0,1775,5613.3145199999972
E82067,2799,1266,1244,266,0,5281,1342,0,3731,192,669,3818,14,279,3118,114,68,0,0,17832,45352.414390000034
E82068,1624,466,949,193,13,1666,1065,4,1357,659,157,1418,26,65,1015,176,59,0,0,7963,28248.457800000015
E82069,603,213,383,1,0,814,132,0,276,234,111,470,0,19,316,131,0,0,0,2640,5249.2468399999962
E82070,475,162,291,22,0,557,142,0,288,1,33,831,0,69,636,120,0,0,0,2327,6467.1339099999987
E82071,1236,660,405,131,6,1753,904,0,1632,281,196,1421,6,72,1116,74,18,0,0,7429,31920.644449999978
E82072,2256,912,1148,196,18,2553,1378,0,3769,13,364,4336,0,471,3582,47,64,0,0,14687,38686.13265
E82073,1567,781,693,85,58,2415,964,0,2047,209,371,1975,6,131,1513,146,6,0,0,9606,33348.00764
E82074,4410,1577,2454,282,5,6806,1980,14,3467,340,750,4106,12,303,3200,198,43,0,0,21878,65916.543960000039
E82075,3057,927,1530,367,0,2106,937,0,2698,271,314,4041,12,78,3121,656,14,0,7,13424,65747.706199999986
E82076,815,518,256,41,0,904,572,0,971,88,300,687,0,20,554,12,4,0,0,4337,14677.279899999994
E82077,1341,749,531,43,2,1511,624,0,1610,88,66,1289,0,89,1017,46,0,0,0,6531,20219.626469999988
E82078,1495,565,838,87,8,1872,836,9,2320,85,177,1439,14,51,1149,104,22,0,0,8241,33632.226800000019
E82079,2286,600,1292,313,10,3415,994,0,1639,162,358,2848,0,93,2499,13,102,0,0,11712,24939.414880000011
E82080,2802,1374,1183,140,71,3147,1012,5,1092,252,141,3431,6,102,2389,667,65,0,0,11953,49039.58029000002
E82081,1864,818,828,197,12,3810,1301,7,1136,228,465,2785,0,66,2314,72,51,0,0,11608,26865.119919999979
E82082,5004,2573,1986,354,19,4334,2156,20,2370,184,308,6977,70,908,5037,658,14,0,0,21372,89619.359099999914
E82083,1584,473,978,104,14,1439,667,0,1385,73,405,1782,19,157,1391,76,28,0,0,7349,29137.608980000034
E82084,2187,1048,933,189,10,2042,930,3,2721,83,301,1908,28,127,1537,79,26,0,0,10185,43664.770289999942
E82085,2496,1042,1163,162,72,2533,1543,0,1572,134,212,2808,26,216,2071,255,27,0,0,11370,65366.835699999974
E82086,3925,1820,1593,409,13,4367,2247,0,2198,193,411,6228,22,272,5343,302,26,0,4,19582,51770.74053000001
E82088,1513,508,615,372,0,2184,764,7,1537,164,128,2421,13,128,1928,33,28,0,0,8718,40278.775949999996
E82089,2508,1142,1126,230,23,4112,1040,0,2491,465,207,4951,0,243,4251,284,19,0,0,15797,52892.771049999996
E82090,1862,939,826,95,30,1465,948,59,1701,108,633,2237,0,131,1810,97,79,0,0,9043,24477.986269999983
E82091,3387,1402,1559,406,16,5491,1226,10,3786,126,297,4439,70,195,3684,74,9,0,0,18778,50621.206260000028
E82092,2182,717,1114,345,0,2315,1529,0,2591,291,215,2941,15,76,2140,272,71,0,0,12064,46103.041469999975
E82093,3445,1950,1239,202,15,6338,2124,0,2634,98,424,5409,12,126,4564,486,23,0,0,20487,60303.938159999983
E82094,1226,458,748,17,0,1832,569,0,971,74,70,1045,4,37,809,58,21,0,5,5787,20035.516409999993
E82095,754,193,435,65,12,1196,601,0,731,27,129,1272,0,55,1063,41,4,0,0,4722,16895.89885999999
E82096,1215,333,709,132,4,1898,1042,0,932,40,36,1794,0,81,1531,53,0,0,0,6961,17823.788549999994
E82098,939,330,539,70,5,1878,470,28,1009,18,164,1485,48,58,1142,40,96,0,0,5996,25610.790540000013
E82099,3568,1993,1249,290,0,4350,945,0,3000,522,357,4156,13,94,3284,543,61,0,0,16898,52850.527369999931
E82100,2379,995,1070,314,0,4834,1088,12,2505,228,429,2865,26,169,2492,56,12,0,0,14340,38247.51207
E82102,1192,472,534,147,0,2405,748,13,1944,188,249,2254,13,129,1786,103,37,0,0,8993,33555.991780000018
E82104,947,489,311,141,9,1375,351,0,859,37,110,1881,78,145,1340,195,15,0,12,5569,80732.613389999926
E82105,250,48,179,15,0,693,216,0,664,19,111,426,6,6,395,14,0,0,0,2379,11800.91739
E82106,2101,629,1256,201,13,1493,853,0,1589,44,136,1561,1,60,1083,308,9,0,0,7790,37532.094029999986
E82107,1204,476,680,39,9,2343,889,0,868,61,144,1544,0,90,1353,17,6,0,0,7062,19394.20021
E82109,1311,537,700,66,0,1624,689,0,2051,88,195,1517,0,44,1089,176,32,0,0,7475,20419.506889999993
E82111,948,439,426,33,0,1557,437,0,834,16,91,1393,0,42,1020,252,0,0,0,5276,10884.375590000003
E82113,291,233,36,22,0,673,159,4,386,57,106,449,0,15,400,0,0,0,0,2125,5876.0374
E82115,2372,1078,1177,106,8,2453,1168,6,2183,141,523,3663,0,467,2764,72,12,0,0,12517,29944.175440000003
E82117,1765,584,1043,103,0,2743,947,0,1824,96,218,2264,51,103,1652,217,35,0,21,9857,45773.085569999952
E82121,952,659,138,120,2,1528,315,0,544,61,72,1486,0,59,1354,13,6,0,0,4960,11878.600299999995
E82123,2108,669,1048,341,0,4436,1377,0,2631,129,585,3922,2,469,3076,47,3,0,0,15188,35489.841470000028
E82124,4028,1104,2549,311,52,4915,1559,0,2915,138,284,4340,0,116,3703,250,70,0,0,18231,46276.864109999995
E82126,284,205,77,2,0,579,400,0,471,4,68,768,0,76,618,15,25,0,0,2574,5001.7039700000023
E82129,1766,635,989,123,0,2448,1219,0,1638,82,131,2770,7,103,2407,139,7,0,0,10054,26923.656940000012
E82130,1396,479,794,123,0,1823,558,0,1335,189,120,2036,0,44,1702,193,7,0,0,7457,21536.80284
E82131,111,73,28,10,0,257,102,0,145,18,11,200,0,10,122,46,5,0,0,844,2591.98014
E82132,2045,542,1434,69,0,1784,1185,0,1828,41,304,2588,0,63,2306,140,13,0,0,9775,17709.509080000011
E82133,863,316,385,127,0,1423,306,0,567,19,80,1118,0,49,933,22,13,0,0,4376,9431.1947800000016
E82603,395,30,362,3,0,102,21,0,121,11,74,253,0,27,180,11,13,0,0,977,2599.2669800000003
E82613,134,32,86,10,0,162,30,0,377,0,89,482,0,4,388,1,20,0,0,1274,4366.4642300000023
E82620,13,13,0,0,0,47,22,4,8,19,0,0,0,0,0,0,0,0,0,113,537.12109000000009
E82626,249,177,72,0,0,405,401,0,250,189,59,495,0,6,452,17,0,0,0,2048,5379.1888999999974
E82630,344,104,224,16,0,207,111,0,297,10,31,378,0,2,327,38,0,0,0,1378,4202.1027699999977
E82638,1053,400,469,184,11,1745,765,0,1046,56,158,1508,14,172,1157,24,39,0,0,6342,21728.08976
E82640,960,372,452,136,0,1157,744,0,2440,71,140,1854,0,1,1461,172,16,0,0,7366,14302.545079999994
E82641,869,427,275,150,0,1649,1295,0,988,96,216,1468,0,27,1372,33,12,0,0,6581,12614.966509999993
E82643,252,51,192,9,6,499,120,0,246,8,32,207,0,28,156,0,6,0,0,1370,4416.892890000001
E82644,221,60,148,13,0,293,471,0,777,93,89,514,0,19,465,0,7,0,0,2458,3850.7812499999991
E82652,385,105,181,18,0,699,283,9,283,18,37,386,0,38,326,15,0,0,0,2100,4381.9331100000027
E82654,959,341,348,266,0,1451,562,0,584,227,148,889,0,39,771,12,32,0,0,4820,13748.848390000019
E82655,659,49,536,74,0,761,348,0,503,8,123,1264,0,0,1167,30,0,0,0,3666,6369.3587899999957
E82656,411,101,300,6,0,177,32,0,165,27,28,236,1,14,189,9,4,0,0,1076,3896.7555700000012
E82657,1222,391,779,47,2,960,789,0,753,258,100,1032,52,107,776,41,10,0,0,5116,23069.149019999979
E82661,1218,353,763,100,2,1949,885,12,1364,72,114,3109,0,78,2414,418,3,0,0,8725,35996.702969999984
E83003,1761,638,1001,122,0,1582,528,7,866,120,140,1861,6,55,1098,363,23,0,0,6865,33332.33832000001
E83005,973,219,716,38,4,1049,233,0,859,206,49,786,0,8,622,22,20,0,0,4159,10779.46758
E83006,1070,259,764,40,0,933,442,7,912,93,156,952,24,35,791,38,12,0,0,4565,17424.249170000006
E83007,997,225,642,102,0,545,270,0,489,22,77,776,0,18,669,6,24,0,0,3176,8486.1986500000021
E83008,1691,418,952,229,0,1067,469,15,1298,312,114,1061,48,88,681,52,19,0,0,6027,19907.117040000012
E83009,2111,474,1464,111,0,1128,749,0,1480,527,194,1201,60,205,708,127,10,0,0,7390,35871.161809999983
E83010,1536,414,1049,71,0,1758,505,13,922,82,188,1099,0,88,770,105,25,0,0,6103,18508.994400000014
E83011,1523,447,956,120,0,1246,574,4,1118,11,271,1540,0,29,1229,106,13,0,0,6287,14009.776820000003
E83012,1248,436,694,116,7,1253,462,0,840,154,140,967,3,0,704,76,50,0,0,5071,34061.957770000023
E83013,585,227,317,36,7,859,381,0,422,98,100,484,0,40,388,26,0,0,0,2936,10215.847010000003
E83016,2361,682,1391,272,0,2197,728,2,1973,221,236,1876,30,118,1456,30,18,0,0,9594,38577.31822999999
E83017,2175,704,1288,164,0,2551,620,0,1222,113,254,1608,0,65,1251,144,28,0,0,8543,37114.125089999958
E83018,2724,916,1517,245,0,2267,1381,28,1809,200,417,2644,17,93,2262,61,59,0,0,11470,33141.128840000012
E83020,1197,325,721,139,7,1388,476,0,1247,273,139,1846,0,11,1350,106,33,0,0,6573,19805.443690000004
E83021,2740,962,1656,108,93,2618,613,11,1669,80,361,1668,0,201,979,298,37,0,0,9853,50049.918610000015
E83024,1310,380,862,59,15,1253,381,0,924,147,168,982,10,60,568,180,13,0,0,5180,37796.285789999987
E83025,1525,387,1075,50,0,1038,203,0,1286,113,156,947,12,40,785,8,0,0,0,5268,16775.567140000003
E83026,772,257,401,100,0,508,132,0,371,250,25,661,8,15,519,21,0,0,0,2719,13571.422770000006
E83027,2320,614,1546,130,3,1781,372,0,1482,208,134,1118,0,145,801,89,24,0,14,7418,23691.878730000015
E83028,772,168,518,68,0,660,719,3,853,74,111,1576,0,11,1359,7,3,0,0,4768,9486.5833999999977
E83030,961,273,566,98,0,1316,464,3,1137,246,98,1054,5,56,885,8,0,0,0,5279,18427.05459
E83031,590,198,352,18,3,746,298,0,402,43,59,583,0,24,415,62,17,0,0,2724,9253.4592200000025
E83032,2364,496,1799,68,1,2055,779,1,1592,108,270,2900,0,151,2350,149,22,0,2,10070,26315.241410000042
E83034,890,373,385,51,0,1210,620,0,643,37,132,1265,0,62,969,60,12,0,3,4797,10111.741009999998
E83035,929,197,662,67,14,1056,505,0,692,200,129,1042,7,48,823,35,7,0,0,4567,28191.662180000003
E83036,864,225,597,31,0,749,214,0,530,46,78,848,0,112,417,245,0,0,0,3329,22916.725459999994
E83037,1139,189,841,90,6,850,226,0,614,80,95,691,13,50,442,41,28,0,0,3701,35233.761200000008
E83038,1239,316,864,40,30,1109,338,0,1118,138,140,1387,0,67,941,123,8,0,0,5499,27507.585080000019
E83039,964,292,545,120,0,875,138,0,695,163,46,816,11,61,669,30,8,0,0,3697,13922.62272000001
E83041,919,181,732,6,9,218,166,0,357,10,35,488,0,0,396,1,0,0,0,2202,3998.6506600000007
E83044,1108,362,558,160,0,1423,413,0,1323,70,69,963,5,43,704,65,15,0,0,5369,24895.607519999972
E83045,1052,294,599,159,0,801,361,0,808,114,45,685,0,12,525,75,16,0,0,3866,11318.867479999999
E83046,1335,488,841,6,0,1044,327,0,746,37,50,1180,0,55,795,103,6,0,0,4719,13685.831889999998
E83049,1115,406,517,147,0,919,346,0,865,79,139,1021,46,40,785,7,18,0,0,4484,21950.385779999993
E83050,847,341,413,93,0,1505,377,0,893,178,31,868,111,68,448,105,5,0,0,4699,26917.244530000011
E83053,2197,729,1281,141,0,1701,512,1,2302,175,165,1762,0,102,1459,52,5,0,3,8815,26724.378409999979
E83600,1536,324,852,248,0,647,290,1,488,304,187,666,9,27,448,16,12,0,11,4119,21050.83994
E83613,575,215,321,39,0,228,87,0,253,243,41,504,12,0,416,35,0,0,0,1931,14871.950009999991
E83621,973,270,634,69,0,1235,354,0,828,34,85,1001,0,39,774,61,21,0,0,4510,15790.624190000008
E83622,1027,460,404,62,39,572,478,14,568,175,130,867,0,93,573,60,19,0,0,3870,32762.910240000008
E83624,139,73,54,7,0,424,91,0,108,190,0,146,0,18,118,8,0,0,0,1098,3128.9227600000004
E83629,557,210,305,30,0,549,216,6,293,46,94,455,12,30,318,30,0,0,0,2216,13220.040239999998
E83632,453,120,272,61,0,613,46,0,214,44,55,329,6,11,258,22,0,0,0,1754,8075.8745799999979
E83637,500,119,310,71,0,353,154,0,393,19,9,426,0,7,364,7,0,0,0,1854,5700.5535599999985
E83638,831,259,496,69,0,679,191,0,502,49,84,542,0,9,372,6,12,0,0,2878,12830.529929999999
E83639,366,74,220,19,0,351,66,0,403,29,56,664,0,3,471,8,7,0,0,1935,7163.0569500000029
E83649,427,164,189,68,0,265,117,0,390,119,29,326,0,12,267,11,3,0,0,1673,6647.9504399999969
E83650,146,0,131,15,0,171,22,0,187,20,33,69,0,13,54,0,0,0,0,648,1102.2452400000011
E83653,1588,448,957,159,0,1707,621,1,1679,337,66,2046,0,277,1495,122,6,0,0,8045,19989.287050000017
E83654,277,101,168,3,0,254,48,0,108,0,11,378,0,0,372,0,0,0,0,1076,3421.3456699999992
E83657,53,31,8,14,0,200,22,0,101,62,83,91,15,28,30,0,0,0,0,612,5715.48843
E83666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54906
E83668,164,50,87,27,0,401,78,0,286,4,27,224,0,35,154,0,0,0,0,1184,3377.0812999999976
E84002,509,48,434,25,0,406,142,0,487,47,103,756,0,18,598,61,25,0,0,2450,9119.1116600000078
E84003,392,109,264,7,0,374,109,0,311,5,17,651,0,2,596,4,6,0,0,1859,5910.7840400000023
E84004,881,340,430,97,0,886,262,9,940,46,157,1106,14,51,842,43,34,0,0,4287,22779.733799999987
E84005,663,217,388,38,0,1334,246,1,595,151,98,864,0,89,601,63,6,0,0,3952,11570.367319999992
E84006,1499,279,925,231,53,1246,329,0,1309,321,116,1705,21,14,1496,42,13,0,0,6578,24905.625199999988
E84007,776,57,648,59,0,898,272,6,823,97,97,765,0,81,596,18,11,0,0,3734,7335.4196200000015
E84008,1021,310,643,68,0,1440,482,0,1557,78,215,1744,7,100,1327,51,55,0,0,6537,18517.27702000002
E84009,3126,1136,1640,307,13,1531,505,2,2992,90,129,2468,0,3,1808,91,161,0,0,10856,32739.013269999989
E84011,618,183,387,19,0,580,40,0,470,38,3,567,15,39,381,55,64,0,0,2316,9638.4304099999954
E84012,1501,571,707,188,0,975,502,6,1162,152,76,1368,11,60,1068,16,29,0,0,5742,24307.297449999995
E84013,1467,269,998,156,0,781,193,3,1341,107,110,1528,0,28,1085,91,0,0,0,5530,16441.831900000008
E84014,1162,235,773,129,0,1109,354,0,895,74,269,1426,12,35,1138,50,10,0,0,5289,18386.20061
E84015,1428,579,732,104,0,1637,714,0,1231,55,132,1904,0,15,1635,47,1,0,0,7101,19595.424999999996
E84017,844,101,340,383,11,572,363,0,1074,28,50,855,0,11,772,21,10,0,0,3797,7689.7764199999938
E84018,845,256,480,89,0,704,185,0,645,26,160,973,56,43,763,5,2,0,0,3538,14111.791300000003
E84020,499,22,333,136,0,417,97,0,272,7,67,901,0,99,720,36,4,0,0,2260,6864.3799599999966
E84021,1867,236,1390,240,0,621,842,12,911,121,384,2775,0,31,2483,87,67,0,0,7533,16255.81376
E84022,598,229,283,66,10,527,337,0,626,1,81,869,3,4,647,130,5,0,7,3049,24295.181850000037
E84023,949,328,507,84,0,786,413,0,530,117,206,748,0,23,652,29,16,0,0,3749,11258.48284000001
E84024,2095,802,1073,167,1,3038,870,0,2050,106,254,2851,45,170,2145,98,49,0,1,11265,59701.237609999924
E84025,1095,238,729,103,0,1401,469,12,751,111,92,950,0,77,768,38,10,0,0,4881,20908.18009
E84026,511,28,323,160,0,454,264,0,557,7,12,549,0,6,445,9,0,0,8,2354,3788.30069
E84028,513,121,263,106,0,514,64,0,485,74,63,591,0,19,526,0,0,0,0,2304,4517.8906200000019
E84030,421,67,298,54,0,778,210,0,473,36,34,1030,0,13,855,97,33,0,0,2982,6030.4319800000012
E84031,1284,341,670,238,0,560,272,0,1496,7,170,2461,7,71,2137,73,10,0,0,6250,22082.994989999977
E84032,1368,317,910,139,0,750,708,0,1043,46,55,1695,16,49,1452,15,42,0,0,5665,19546.510580000002
E84033,787,154,531,102,0,836,106,0,548,26,84,1272,13,26,1087,63,4,0,0,3659,22095.027299999987
E84036,1290,201,844,164,0,961,236,0,1282,53,51,1941,0,53,1620,169,20,0,0,5814,11877.819020000003
E84039,1274,427,696,125,3,999,749,23,1283,29,55,1667,6,103,1271,40,28,0,0,6082,22359.093529999984
E84040,368,73,230,65,0,333,303,0,353,28,157,668,0,12,579,1,3,0,0,2210,5122.117480000009
E84042,913,210,634,56,0,1001,357,0,858,50,140,755,0,3,693,23,17,0,0,4074,12346.10309
E84044,1858,469,1227,100,6,936,836,0,1312,132,160,1250,0,53,934,80,15,0,0,6490,15860.651699999999
E84048,699,104,415,166,3,874,165,0,426,35,102,1070,0,38,813,52,4,0,0,3374,18802.056929999995
E84049,514,85,363,21,0,574,262,0,432,21,35,412,0,13,326,38,6,0,0,2250,11362.053779999997
E84051,581,60,397,66,0,450,99,3,515,184,16,1056,14,4,631,173,22,0,0,2904,8264.6705599999932
E84053,596,214,288,84,10,281,327,0,234,29,62,597,11,29,463,22,0,0,0,2136,14835.207529999991
E84057,2265,391,1581,274,0,2022,559,0,1501,153,192,3037,0,154,2081,64,26,0,0,9729,30816.303089999983
E84058,1976,703,1067,172,0,1456,465,0,2102,223,157,2443,0,85,2218,15,18,0,0,8822,20563.358230000009
E84059,357,170,176,11,13,309,104,0,287,1,62,306,0,53,230,1,0,0,0,1439,9499.3181700000041
E84061,2139,559,1433,104,17,872,669,0,1797,198,114,1803,14,160,1134,71,76,0,0,7609,44886.17585999993
E84062,1045,175,797,48,0,461,620,1,670,20,121,738,0,18,542,86,5,0,0,3676,13048.248150000003
E84063,172,16,145,9,0,331,40,0,97,13,6,275,0,1,266,0,0,0,0,934,1963.262020000001
E84066,207,21,160,17,0,307,55,0,73,67,15,340,0,0,276,52,0,0,0,1064,2649.2408000000005
E84067,712,236,454,19,0,470,64,0,270,19,84,586,0,6,529,18,0,0,0,2205,4926.6716199999992
E84068,1958,528,1337,85,0,2080,699,12,1762,44,334,2387,0,168,1463,224,33,0,0,9276,20947.953929999996
E84069,1239,310,811,81,9,1192,356,0,1188,15,54,1086,0,16,810,136,24,0,0,5139,21700.278940000026
E84070,529,88,380,61,1,466,135,0,287,53,59,494,0,7,410,16,6,0,0,2024,6318.6037799999995
E84074,954,158,648,147,2,457,125,0,949,80,79,1021,0,20,792,3,38,0,0,3667,8089.9610300000022
E84075,211,41,142,28,0,277,108,0,303,12,24,260,0,1,241,0,8,0,0,1195,2481.17793
E84076,633,123,492,15,0,713,566,12,762,0,89,992,9,79,837,11,1,0,0,3767,11783.075260000011
E84077,502,248,219,35,0,240,69,0,111,26,16,264,0,0,214,1,0,0,0,1228,2654.7448199999994
E84078,213,89,95,29,0,345,37,5,369,15,66,522,0,6,415,47,13,0,0,1572,4726.7182099999964
E84080,1236,450,619,128,14,968,240,6,691,99,111,1200,6,0,1056,17,20,0,0,4565,16884.863569999998
E84083,196,42,142,6,0,386,80,11,346,17,56,378,0,18,284,27,4,0,0,1470,6401.3797900000027
E84086,848,318,390,118,5,604,298,30,903,47,124,461,0,26,345,28,5,0,0,3320,11429.245600000007
E84601,913,211,626,51,0,611,148,3,727,222,74,699,0,13,521,110,0,0,0,3397,12564.732280000004
E84617,394,119,240,24,0,278,135,0,329,3,63,394,0,13,249,2,17,0,0,1596,4325.1138100000016
E84620,495,81,413,1,0,270,105,0,393,11,38,639,0,6,591,21,0,0,0,1951,14133.599280000006
E84624,525,82,364,79,0,232,52,4,223,3,16,711,0,0,637,34,0,0,0,1766,3786.2975199999996
E84626,542,62,318,93,0,339,272,0,278,52,40,529,0,3,515,0,0,0,0,2052,4006.5320699999984
E84635,172,14,147,6,0,385,156,0,415,59,19,149,0,0,133,0,0,0,0,1355,2262.5831500000018
E84637,325,59,210,56,0,329,170,0,487,0,60,523,0,0,490,20,0,0,0,1894,2990.7145499999979
E84638,135,5,106,24,0,164,6,0,124,11,24,224,0,56,143,0,0,0,0,688,2337.7317900000007
E84645,919,176,499,244,0,400,112,0,577,8,27,634,0,7,616,10,0,0,0,2677,6927.1954400000013
E84646,104,28,76,0,0,106,33,0,79,4,2,139,0,7,124,0,0,0,0,467,1563.0462599999996
E84647,330,123,175,32,0,97,61,0,97,0,66,243,0,0,182,0,13,0,0,894,2781.6534500000012
E84653,56,26,29,1,0,347,2,0,110,12,7,359,0,2,120,6,0,0,0,893,4098.64037
E84656,192,26,136,16,0,432,138,0,377,15,38,337,0,21,312,0,0,0,0,1529,3081.2792800000011
